"gene" "PcorAvg_m" "PcorAvg_m_pvalue"
"FASN" "FASN" 0.652756855786736 0.00331734147636035
"FASTK" "FASTK" 0.311418475745743 0.208409218611579
"FASTKD1" "FASTKD1" NA NA
"FASTKD3" "FASTKD3" NA NA
"FASTKD5" "FASTKD5" NA NA
"FAT4" "FAT4" NA NA
"FAU" "FAU" 0.624592828743954 0.005587779351524
"FAXC" "FAXC" NA NA
"FAXDC2" "FAXDC2" 0.353357474221707 0.150310604111809
"FBF1" "FBF1" 0.831892478873411 1.8651994903799e-05
"FBL" "FBL" 0.347825083485952 0.157251761215436
"FBLL1" "FBLL1" NA NA
"FBLN1" "FBLN1" NA NA
"FBLN2" "FBLN2" -0.182910185062583 0.467547937653149
"FBLN5" "FBLN5" 0.806500157405575 5.27765938957021e-05
"FBLN7" "FBLN7" 0.91814529253321 7.81975280957134e-08
"FBN2" "FBN2" 0.934135671266657 1.44652150548754e-08
"FBP1" "FBP1" 0.738232451049504 0.000468491448985381
"FBRS" "FBRS" 0.644007477276426 0.00392178413757847
"FBRSL1" "FBRSL1" 0.594771196432106 0.00922728202291957
"FBXL12" "FBXL12" 0.209785111045072 0.403434881036506
"FBXL13" "FBXL13" NA NA
"FBXL14" "FBXL14" 0.368604748491094 0.132279372588943
"FBXL15" "FBXL15" 0.214605946948898 0.392463125960659
"FBXL16" "FBXL16" 0.761953264006481 0.000237864360619756
"FBXL17" "FBXL17" NA NA
"FBXL18" "FBXL18" 0.451201999738856 0.0601846017687734
"FBXL19" "FBXL19" 0.373057109564843 0.127312613308488
"FBXL2" "FBXL2" NA NA
"FBXL20" "FBXL20" 0.655792797430709 0.00312639341488121
"FBXL22" "FBXL22" 0.0804331798645755 0.751042693797273
"FBXL3" "FBXL3" 0.595984228293615 0.00904925444337789
"FBXL4" "FBXL4" NA NA
"FBXL5" "FBXL5" NA NA
"FBXL6" "FBXL6" 0.441526543872998 0.0666035134585458
"FBXO10" "FBXO10" 0.761999108124708 0.000237535626068964
"FBXO11" "FBXO11" 0.420527927109596 0.0822646492124153
"FBXO15" "FBXO15" 0.409688894187061 0.0913286226347757
"FBXO16" "FBXO16" 0.595821259726523 0.00907301019437209
"FBXO17" "FBXO17" 0.175996270761069 0.484823155278502
"FBXO2" "FBXO2" 0.382211007051133 0.117515297114778
"FBXO21" "FBXO21" 0.85854971012252 5.12036253230655e-06
"FBXO22" "FBXO22" NA NA
"FBXO25" "FBXO25" 0.57061760109898 0.0133989937735635
"FBXO28" "FBXO28" NA NA
"FBXO3" "FBXO3" 0.716243125246979 0.000827096839686746
"FBXO30" "FBXO30" NA NA
"FBXO31" "FBXO31" 0.247056981738936 0.322977278604356
"FBXO32" "FBXO32" 0.902925258767855 2.91305104304494e-07
"FBXO33" "FBXO33" NA NA
"FBXO34" "FBXO34" -0.0322869824957923 0.898797699466096
"FBXO36" "FBXO36" 0.144870949865108 0.56627254026433
"FBXO38" "FBXO38" NA NA
"FBXO39" "FBXO39" NA NA
"FBXO4" "FBXO4" NA NA
"FBXO41" "FBXO41" 0.214484233997109 0.392738105070862
"FBXO42" "FBXO42" 0.426521529273588 0.0775446231285842
"FBXO43" "FBXO43" -0.0796739090970379 0.753323403454493
"FBXO46" "FBXO46" 0.893469640406876 5.94230234907385e-07
"FBXO47" "FBXO47" NA NA
"FBXO48" "FBXO48" 0.453352326845816 0.0588231611640358
"FBXO5" "FBXO5" NA NA
"FBXO6" "FBXO6" 0.485147997848205 0.0412734817110245
"FBXO7" "FBXO7" NA NA
"FBXO8" "FBXO8" NA NA
"FBXO9" "FBXO9" 0.259054787472408 0.299256807831844
"FBXW11" "FBXW11" 0.264453923024766 0.288934617996734
"FBXW2" "FBXW2" NA NA
"FBXW4" "FBXW4" 0.872534910439905 2.33126981627803e-06
"FBXW5" "FBXW5" 0.591540630835604 0.00971517398987594
"FBXW7" "FBXW7" 0.164245140705417 0.514883519909434
"FBXW8" "FBXW8" 0.372806100604609 0.127589087467575
"FBXW9" "FBXW9" NA NA
"FCAMR" "FCAMR" -0.0336001972249969 0.894702709870306
"FCAR" "FCAR" 0.976865530396669 3.83713977079792e-12
"FCER1A" "FCER1A" NA NA
"FCER1G" "FCER1G" 0.680075403165669 0.00189989405546059
"FCER2" "FCER2" 0.270343113552025 0.277925807401975
"FCGBP" "FCGBP" NA NA
"FCGR1A" "FCGR1A" -0.0635901754178289 0.8020655343117
"FCGR2A" "FCGR2A" 0.934897220243638 1.32122357222785e-08
"FCGR3A" "FCGR3A" 0.304600048147629 0.219072328684058
"FCGRT" "FCGRT" 0.762881472239625 0.000231282686897291
"FCHO1" "FCHO1" 0.761198089270659 0.00024333495423772
"FCHO2" "FCHO2" NA NA
"FCHSD1" "FCHSD1" 0.755723277843668 0.000286259316229421
"FCHSD2" "FCHSD2" 0.189276791740334 0.451917372748089
"FCMR" "FCMR" 0.478873658768719 0.0443710805961178
"FCN1" "FCN1" 0.947461154513249 2.47411101208409e-09
"FCRL1" "FCRL1" 0.98298204536407 3.35369142438966e-13
"FCRL2" "FCRL2" NA NA
"FCRL3" "FCRL3" 0.89258742615454 6.32939371442182e-07
"FCRL4" "FCRL4" NA NA
"FCRL5" "FCRL5" 0.975280235110528 6.48817753455432e-12
"FCRL6" "FCRL6" NA NA
"FCRLA" "FCRLA" 0.72977290469667 0.000586677510167633
"FCRLB" "FCRLB" 0.463559478977279 0.0526730017025214
"FCSK" "FCSK" 0.556944855906003 0.0163539794049912
"FDFT1" "FDFT1" 0.328516266487194 0.183183727433692
"FDPS" "FDPS" 0.629264356987019 0.00514226423475853
"FDX1" "FDX1" NA NA
"FDX2" "FDX2" 0.286654062665282 0.248801168415382
"FDXACB1" "FDXACB1" 0.633531959976715 0.004760954183784
"FDXR" "FDXR" 0.232910491996353 0.352321667175715
"FECH" "FECH" NA NA
"FEM1A" "FEM1A" 0.565314451888811 0.0144898910604267
"FEM1B" "FEM1B" NA NA
"FEM1C" "FEM1C" NA NA
"FER" "FER" NA NA
"FERMT1" "FERMT1" NA NA
"FERMT2" "FERMT2" 0.740650038593219 0.000438647734545088
"FERMT3" "FERMT3" NA NA
"FES" "FES" 0.790502527272981 9.43811591622526e-05
"FEZ1" "FEZ1" 0.638636887750735 0.00433542239487999
"FEZ2" "FEZ2" -0.219218035742306 0.382121182367567
"FFAR1" "FFAR1" -0.057756081041055 0.819929257012276
"FFAR2" "FFAR2" 0.718635536214897 0.000779449217769816
"FFAR3" "FFAR3" 0.269302327899998 0.279852354977953
"FFAR4" "FFAR4" 0.667543456217931 0.00247023279213291
"FGD1" "FGD1" NA NA
"FGD2" "FGD2" 0.799665086324909 6.807873308725e-05
"FGD3" "FGD3" 0.600479917490241 0.00841338789910013
"FGD4" "FGD4" 0.964182442575961 1.21717342008232e-10
"FGD6" "FGD6" -0.0597118185472098 0.813931030367951
"FGF11" "FGF11" 0.269251050042883 0.279947484065246
"FGF13" "FGF13" NA NA
"FGF14" "FGF14" NA NA
"FGF16" "FGF16" NA NA
"FGF18" "FGF18" NA NA
"FGF19" "FGF19" NA NA
"FGF2" "FGF2" NA NA
"FGF20" "FGF20" NA NA
"FGF22" "FGF22" 0.309871660217055 0.210797872380443
"FGF5" "FGF5" NA NA
"FGF8" "FGF8" NA NA
"FGF9" "FGF9" 0.650785710160489 0.00344636004624071
"FGFBP2" "FGFBP2" 0.627213507535304 0.00533414819974602
"FGFR1" "FGFR1" 0.598264444233828 0.00872208369225658
"FGFR2" "FGFR2" NA NA
"FGFR3" "FGFR3" NA NA
"FGFR4" "FGFR4" 0.608536563019065 0.00736413126119998
"FGFRL1" "FGFRL1" -0.0619384176256844 0.807114062257765
"FGGY" "FGGY" 0.559296007405462 0.0158121746309374
"FGL2" "FGL2" NA NA
"FGR" "FGR" 0.912230577844008 1.34063563548681e-07
"FH" "FH" -0.148915630589177 0.555363555952006
"FHAD1" "FHAD1" 0.629926796791969 0.00508149856404855
"FHIT" "FHIT" NA NA
"FHL1" "FHL1" NA NA
"FHL2" "FHL2" 0.335751265099934 0.173153158006
"FHL3" "FHL3" NA NA
"FHOD1" "FHOD1" 0.512062804407644 0.0298182715327106
"FIBP" "FIBP" 0.700310849842908 0.00121047457981236
"FICD" "FICD" 0.608667005254929 0.00734805783025843
"FIGNL1" "FIGNL1" 0.493114249803549 0.0375817685354082
"FILIP1L" "FILIP1L" NA NA
"FIP1L1" "FIP1L1" NA NA
"FIS1" "FIS1" 0.713958612700715 0.000874839758005055
"FITM2" "FITM2" 0.423434457469898 0.0799501961221985
"FIZ1" "FIZ1" 0.458041747539968 0.0559342462509402
"FJX1" "FJX1" NA NA
"FKBP11" "FKBP11" 0.335395402051676 0.17363767059659
"FKBP14" "FKBP14" NA NA
"FKBP15" "FKBP15" NA NA
"FKBP1A" "FKBP1A" -0.169355711812028 0.50170389977998
"FKBP1B" "FKBP1B" NA NA
"FKBP2" "FKBP2" 0.260433931118295 0.296599284609998
"FKBP3" "FKBP3" NA NA
"FKBP4" "FKBP4" 0.374880114583294 0.125317269060911
"FKBP5" "FKBP5" 0.556708956890852 0.0164091415079431
"FKBP7" "FKBP7" NA NA
"FKBP8" "FKBP8" 0.198501598416709 0.429751985615543
"FKBP9" "FKBP9" NA NA
"FKBPL" "FKBPL" NA NA
"FKRP" "FKRP" 0.750277706814266 0.000335109268089429
"FKTN" "FKTN" NA NA
"FLACC1" "FLACC1" NA NA
"FLAD1" "FLAD1" 0.671086916819124 0.00229630670602894
"FLCN" "FLCN" 0.182029299983234 0.469731647018853
"FLI1" "FLI1" 0.503174312049418 0.0332879089557234
"FLII" "FLII" NA NA
"FLNA" "FLNA" NA NA
"FLNB" "FLNB" 0.559849331897039 0.0156867571322346
"FLNC" "FLNC" NA NA
"FLOT1" "FLOT1" 0.717727498696389 0.000797256476985257
"FLOT2" "FLOT2" 0.631574086499558 0.00493292247607174
"FLT1" "FLT1" 0.888953429268108 8.16249541363946e-07
"FLT3" "FLT3" 0.451383960082705 0.0600684930996488
"FLT3LG" "FLT3LG" 0.861481635677968 4.37250247733142e-06
"FLT4" "FLT4" 0.201298497038494 0.423146275724966
"FLVCR1" "FLVCR1" NA NA
"FLVCR2" "FLVCR2" 0.856243072300395 5.7835070376096e-06
"FLYWCH1" "FLYWCH1" 0.860644267063128 4.57583748607351e-06
"FLYWCH2" "FLYWCH2" 0.365551153045813 0.135763042519017
"FMN1" "FMN1" 0.800790360092522 6.53274605470295e-05
"FMNL1" "FMNL1" 0.876497714823941 1.83444953409622e-06
"FMNL2" "FMNL2" 0.347015628294376 0.158285397917395
"FMNL3" "FMNL3" 0.478722335980848 0.0444479099991481
"FMO1" "FMO1" NA NA
"FMO4" "FMO4" NA NA
"FMO5" "FMO5" NA NA
"FMOD" "FMOD" NA NA
"FMR1" "FMR1" NA NA
"FN1" "FN1" NA NA
"FN3K" "FN3K" 0.455257637153967 0.0576362310767087
"FN3KRP" "FN3KRP" 0.435195957583179 0.0710699493492736
"FNBP1" "FNBP1" 0.634212373057957 0.00470234733381766
"FNBP1L" "FNBP1L" NA NA
"FNBP4" "FNBP4" 0.166057693561867 0.510190641678995
"FNDC1" "FNDC1" NA NA
"FNDC10" "FNDC10" -0.0281642710923193 0.911668887540981
"FNDC11" "FNDC11" 0.487310008239469 0.0402453049098608
"FNDC3A" "FNDC3A" NA NA
"FNDC3B" "FNDC3B" 0.825841630069775 2.42546737273621e-05
"FNDC4" "FNDC4" NA NA
"FNDC5" "FNDC5" NA NA
"FNIP1" "FNIP1" -0.142817782253931 0.571845421448874
"FNIP2" "FNIP2" 0.345983237145923 0.159610435122089
"FNTA" "FNTA" NA NA
"FNTB" "FNTB" 0.264799508029493 0.288281389852044
"FOCAD" "FOCAD" 0.414236762506548 0.0874414667803118
"FOLH1" "FOLH1" NA NA
"FOLR3" "FOLR3" 0.875239985625413 1.981157875432e-06
"FOS" "FOS" 0.110197633968247 0.663348728621328
"FOSB" "FOSB" 0.624953457205955 0.00555230736660467
"FOSL1" "FOSL1" 0.372970984157121 0.127407428828719
"FOSL2" "FOSL2" 0.565947449710661 0.0143560900475279
"FOXA1" "FOXA1" NA NA
"FOXA3" "FOXA3" -0.101706643300438 0.688000079142649
"FOXB1" "FOXB1" -0.0716754715402563 0.777464064022649
"FOXC1" "FOXC1" 0.475229003004365 0.0462498293850893
"FOXC2" "FOXC2" NA NA
"FOXD1" "FOXD1" NA NA
"FOXD2" "FOXD2" 0.774141459409324 0.000162892109159526
"FOXD3" "FOXD3" NA NA
"FOXI1" "FOXI1" -0.175960646092535 0.484912967399335
"FOXI3" "FOXI3" NA NA
"FOXJ1" "FOXJ1" 0.377188450461738 0.12282239276695
"FOXJ2" "FOXJ2" 0.704720410231137 0.00109200558396505
"FOXJ3" "FOXJ3" 0.839494476188291 1.32116086167134e-05
"FOXK1" "FOXK1" 0.883110980972727 1.20695783067184e-06
"FOXK2" "FOXK2" 0.687528713199429 0.00161572918864238
"FOXM1" "FOXM1" NA NA
"FOXN2" "FOXN2" NA NA
"FOXN3" "FOXN3" 0.886765872328751 9.47333430390168e-07
"FOXN4" "FOXN4" NA NA
"FOXO1" "FOXO1" 0.573309855814876 0.0128707801580729
"FOXO3" "FOXO3" 0.871846514744201 2.42842430788865e-06
"FOXO3B" "FOXO3B" 0.571370121184584 0.0132496443051354
"FOXO4" "FOXO4" 0.152300166349281 0.546306969280475
"FOXO6" "FOXO6" -0.0177107176413394 0.944392039997161
"FOXP1" "FOXP1" 0.791280687240651 9.18554656964066e-05
"FOXP2" "FOXP2" NA NA
"FOXP3" "FOXP3" NA NA
"FOXP4" "FOXP4" 0.109983542648649 0.663966385370495
"FOXRED2" "FOXRED2" 0.201742127896347 0.422103465575731
"FPGS" "FPGS" 0.210739088211917 0.401250676174123
"FPR1" "FPR1" 0.916715406762956 8.94049481213257e-08
"FPR2" "FPR2" 0.858821649718851 5.04666749166335e-06
"FPR3" "FPR3" 0.669109018459571 0.00239209819676022
"FRA10AC1" "FRA10AC1" NA NA
"FRAT1" "FRAT1" 0.389490952792178 0.110114199135186
"FRAT2" "FRAT2" 0.342539605956651 0.164084874333019
"FREM3" "FREM3" NA NA
"FRG1" "FRG1" NA NA
"FRG2C" "FRG2C" NA NA
"FRK" "FRK" -0.0331461024838372 0.896118429364752
"FRMD3" "FRMD3" 0.856194983007676 5.79808112986088e-06
"FRMD4B" "FRMD4B" 0.730323099384308 0.000578299324667856
"FRMD5" "FRMD5" NA NA
"FRMD6" "FRMD6" 0.620256378853382 0.00602892463797776
"FRMD8" "FRMD8" 0.855111728643234 6.13483232002538e-06
"FRMPD1" "FRMPD1" -0.0217235554548817 0.931817733457379
"FRRS1" "FRRS1" NA NA
"FRS2" "FRS2" NA NA
"FRS3" "FRS3" 0.177499466607625 0.481040926518912
"FRY" "FRY" 0.823769848907465 2.64769677329185e-05
"FRYL" "FRYL" NA NA
"FSBP" "FSBP" NA NA
"FSCN1" "FSCN1" 0.19190741115016 0.445537842969762
"FSCN2" "FSCN2" 0.114323302766257 0.651486844068605
"FSD1" "FSD1" 0.491885656151186 0.0381339491958965
"FSD1L" "FSD1L" 0.859504364232712 4.86565354693397e-06
"FSIP1" "FSIP1" 0.128676938478539 0.610849596508624
"FSIP2" "FSIP2" NA NA
"FST" "FST" NA NA
"FSTL1" "FSTL1" NA NA
"FSTL3" "FSTL3" -0.102130292854194 0.686762759507196
"FSTL4" "FSTL4" NA NA
"FSTL5" "FSTL5" NA NA
"FTCDNL1" "FTCDNL1" NA NA
"FTH1" "FTH1" 0.752166139542879 0.000317431667451082
"FTL" "FTL" 0.788805021363283 0.000100095849594415
"FTSJ1" "FTSJ1" 0.109392540770676 0.665672503791152
"FUBP3" "FUBP3" NA NA
"FUCA1" "FUCA1" 0.123776411515429 0.624609916800055
"FUCA2" "FUCA2" NA NA
"FUNDC1" "FUNDC1" NA NA
"FUNDC2" "FUNDC2" NA NA
"FUOM" "FUOM" 0.301248193356532 0.224441394354919
"FURIN" "FURIN" -0.053047033685947 0.834410335959967
"FUS" "FUS" 0.713295232053852 0.000889126172386746
"FUT10" "FUT10" NA NA
"FUT11" "FUT11" 0.359652799857047 0.142672051368693
"FUT3" "FUT3" NA NA
"FUT4" "FUT4" NA NA
"FUT8" "FUT8" 0.760772058279257 0.00024646770880181
"FUZ" "FUZ" 0.563309935747029 0.0149201470143394
"FXN" "FXN" NA NA
"FXR1" "FXR1" NA NA
"FXR2" "FXR2" 0.670336630348089 0.00233226442643465
"FXYD1" "FXYD1" -0.000199399472363404 0.999373469001163
"FXYD2" "FXYD2" 0.149370195645757 0.554143360920024
"FXYD5" "FXYD5" 0.393499927441085 0.106183435616123
"FXYD7" "FXYD7" 0.580857587371161 0.0114779213416365
"FYB1" "FYB1" 0.622885001203558 0.00575827337644894
"FYB2" "FYB2" NA NA
"FYCO1" "FYCO1" 0.500433996102674 0.0344180191324732
"FYN" "FYN" 0.769280170217041 0.000189954362478309
"FYTTD1" "FYTTD1" 0.589919606102975 0.00996767192021641
"FZD1" "FZD1" 0.769202505925984 0.00019041573919365
"FZD2" "FZD2" 0.630105889781635 0.00506517109861235
"FZD3" "FZD3" 0.195736134461529 0.436336219658576
"FZD4" "FZD4" 0.711897561003831 0.000919863468077793
"FZD5" "FZD5" 0.486007109349434 0.0408625445013484
"FZD6" "FZD6" 0.474670427850682 0.0465430181039017
"FZD7" "FZD7" 0.597313866838958 0.00885729742988249
"FZD8" "FZD8" NA NA
"FZD9" "FZD9" NA NA
"FZR1" "FZR1" 0.333786293726315 0.175839900446718
"G0S2" "G0S2" 0.930494864876524 2.19886405031236e-08
"G2E3" "G2E3" NA NA
"G3BP1" "G3BP1" NA NA
"G3BP2" "G3BP2" 0.803111740613264 5.9949067233733e-05
"G6PC3" "G6PC3" 0.749802567896953 0.000339685089823555
"G6PD" "G6PD" 0.0798439353420497 0.752812506312263
"GAA" "GAA" 0.290084451881609 0.242931309430062
"GAB1" "GAB1" 0.744847557629098 0.000390619818152605
"GAB2" "GAB2" NA NA
"GAB3" "GAB3" NA NA
"GABARAP" "GABARAP" 0.0837952853619354 0.740967358631627
"GABARAPL1" "GABARAPL1" 0.959900244035391 2.96374747940594e-10
"GABARAPL2" "GABARAPL2" -0.03371222494933 0.894353490313174
"GABBR1" "GABBR1" 0.538470842979289 0.0211408024295657
"GABPA" "GABPA" NA NA
"GABPB1" "GABPB1" NA NA
"GABPB2" "GABPB2" 0.700244551632127 0.00121233406546696
"GABRB1" "GABRB1" NA NA
"GABRB3" "GABRB3" NA NA
"GABRD" "GABRD" 0.169751925021134 0.500688891818621
"GAD1" "GAD1" NA NA
"GADD45A" "GADD45A" -0.0701688669239024 0.782033760910052
"GADD45B" "GADD45B" 0.437468128537543 0.069442116081984
"GADD45G" "GADD45G" 0.646008293399123 0.00377618938574159
"GADD45GIP1" "GADD45GIP1" 0.67581460062525 0.0020800890449282
"GADL1" "GADL1" NA NA
"GAK" "GAK" 0.154242635309425 0.541139210321214
"GAL" "GAL" NA NA
"GAL3ST3" "GAL3ST3" NA NA
"GAL3ST4" "GAL3ST4" 0.738923021220221 0.000459798106849943
"GALC" "GALC" 0.555180355026625 0.0167701649898362
"GALE" "GALE" 0.0574789439041542 0.820780011382634
"GALK1" "GALK1" NA NA
"GALK2" "GALK2" 0.77309985465217 0.00016839785104616
"GALM" "GALM" 0.777370628970396 0.000146780035183931
"GALNS" "GALNS" 0.162806566966917 0.518622475327076
"GALNT10" "GALNT10" 0.732733874279129 0.000542759866440988
"GALNT11" "GALNT11" 0.415826384783835 0.0861116139258421
"GALNT12" "GALNT12" 0.598388067008341 0.00870462188184816
"GALNT14" "GALNT14" 0.576096302107445 0.0123417016420473
"GALNT18" "GALNT18" NA NA
"GALNT2" "GALNT2" NA NA
"GALNT3" "GALNT3" 0.416673456326299 0.0854090158078737
"GALNT4" "GALNT4" NA NA
"GALNT7" "GALNT7" NA NA
"GALNT9" "GALNT9" NA NA
"GALR1" "GALR1" NA NA
"GALT" "GALT" 0.895187960696986 5.24666624199566e-07
"GAMT" "GAMT" 0.794015109185823 8.34297567091341e-05
"GAN" "GAN" 0.198942645904597 0.428706746543458
"GANAB" "GANAB" 0.0341567855862232 0.892967861984976
"GANC" "GANC" NA NA
"GAP43" "GAP43" 0.0786166720309043 0.756502384580769
"GAPDH" "GAPDH" 0.46395253481485 0.0524462811567447
"GAPT" "GAPT" 0.546667024006868 0.0188973419934268
"GAPVD1" "GAPVD1" 0.325778385753555 0.187078731269177
"GAR1" "GAR1" 0.112327544054934 0.657215205991323
"GAREM1" "GAREM1" 0.498462237607962 0.0352492851750074
"GAREM2" "GAREM2" 0.350558887706071 0.153794963535639
"GART" "GART" 0.350700621702512 0.153617179187948
"GAS2" "GAS2" NA NA
"GAS2L1" "GAS2L1" 0.780598128985518 0.000132044423705329
"GAS2L3" "GAS2L3" 0.931875432142825 1.88110378975889e-08
"GAS6" "GAS6" -0.200956019392699 0.423952242601877
"GAS7" "GAS7" 0.936257055884508 1.12078969837453e-08
"GAS8" "GAS8" 0.569881728059125 0.013546332529532
"GASK1A" "GASK1A" NA NA
"GASK1B" "GASK1B" 0.922107797670393 5.32513270567718e-08
"GAST" "GAST" NA NA
"GATA1" "GATA1" NA NA
"GATA2" "GATA2" 0.0655247305677428 0.796162132048605
"GATA3" "GATA3" 0.914350763629897 1.10999962239177e-07
"GATA4" "GATA4" NA NA
"GATA5" "GATA5" NA NA
"GATA6" "GATA6" 0.5290190633057 0.0239819164302238
"GATAD1" "GATAD1" NA NA
"GATAD2A" "GATAD2A" 0.55346710555184 0.0171822347668117
"GATAD2B" "GATAD2B" 0.607386144742322 0.00750712235666141
"GATB" "GATB" 0.26595783745302 0.28609846415144
"GATD1" "GATD1" 0.407857183572684 0.0929290786073311
"GATM" "GATM" 0.73503003590364 0.000510629501357142
"GBA" "GBA" 0.514246065031594 0.0290105700380053
"GBA2" "GBA2" -0.104007750942872 0.681288567221612
"GBE1" "GBE1" NA NA
"GBF1" "GBF1" 0.667564827287063 0.00246915222702327
"GBGT1" "GBGT1" 0.865279970782465 3.54456946185667e-06
"GBP1" "GBP1" NA NA
"GBP2" "GBP2" NA NA
"GBP3" "GBP3" NA NA
"GBP4" "GBP4" NA NA
"GBP5" "GBP5" NA NA
"GBX1" "GBX1" -0.0359483696990868 0.887386792488452
"GCA" "GCA" -0.358297826086841 0.144292943672775
"GCAT" "GCAT" 0.290334136010832 0.242507527085263
"GCC1" "GCC1" 0.614014735243234 0.00671308752093362
"GCDH" "GCDH" 0.853669043242617 6.60928199736305e-06
"GCFC2" "GCFC2" NA NA
"GCH1" "GCH1" 0.174273538495231 0.489175572047345
"GCHFR" "GCHFR" 0.486846431642112 0.0404640986907636
"GCKR" "GCKR" NA NA
"GCLC" "GCLC" 0.299697248146154 0.226954186096297
"GCLM" "GCLM" 0.164302523958164 0.51473463944267
"GCM1" "GCM1" NA NA
"GCN1" "GCN1" 0.326530907031242 0.186002716289437
"GCNT1" "GCNT1" 0.710278423238422 0.000956573359546105
"GCNT2" "GCNT2" 0.936422119782744 1.09835954650007e-08
"GCNT4" "GCNT4" 0.959274684150919 3.34783144631566e-10
"GCOM1" "GCOM1" 0.700306918158686 0.00121058478678671
"GCSAM" "GCSAM" 0.717437282766272 0.000803018909087138
"GCSAML" "GCSAML" 0.0922466866943695 0.715820391429898
"GCSH" "GCSH" 0.401988253356197 0.0981937626265957
"GDAP1" "GDAP1" NA NA
"GDAP2" "GDAP2" -0.000463048881716227 0.998545059539506
"GDE1" "GDE1" 0.137052169437612 0.587619249526571
"GDF10" "GDF10" 0.439306126622349 0.0681456668717247
"GDF11" "GDF11" 0.834492326199357 1.66089377823304e-05
"GDF5" "GDF5" 0.11500535700159 0.649533396002204
"GDF6" "GDF6" NA NA
"GDF7" "GDF7" 0.57568239300916 0.0124191760379165
"GDI1" "GDI1" 0.319182572596356 0.196687535719855
"GDI2" "GDI2" -0.0217384754419177 0.931771008267382
"GDPD1" "GDPD1" 0.20103709730234 0.423761365412565
"GDPD5" "GDPD5" 0.612224733810004 0.00692047491220947
"GDPGP1" "GDPGP1" 0.19179323364736 0.445813769712011
"GEM" "GEM" NA NA
"GEMIN2" "GEMIN2" NA NA
"GEMIN4" "GEMIN4" 0.616551936098941 0.00642777686860274
"GEMIN5" "GEMIN5" 0.8223910144274 2.80503664139123e-05
"GEMIN6" "GEMIN6" 0.397138950902793 0.102703222177493
"GEMIN7" "GEMIN7" 0.55110019816444 0.0177646420961854
"GEMIN8" "GEMIN8" NA NA
"GEN1" "GEN1" NA NA
"GET1" "GET1" NA NA
"GET3" "GET3" 0.542720076344291 0.0199530059909659
"GET4" "GET4" -0.482729623102358 0.0424472103751896
"GFAP" "GFAP" 0.115038233393446 0.649439290662187
"GFI1" "GFI1" 0.313636020594584 0.205015794455491
"GFI1B" "GFI1B" NA NA
"GFM1" "GFM1" NA NA
"GFM2" "GFM2" 0.0769426404353716 0.761543589461038
"GFOD1" "GFOD1" 0.776849502776408 0.000149284978973741
"GFOD2" "GFOD2" 0.786573938112308 0.00010805087221157
"GFPT1" "GFPT1" 0.680243760149144 0.00189304805373831
"GFPT2" "GFPT2" 0.159197160231192 0.528058944125741
"GFRA2" "GFRA2" NA NA
"GFRA3" "GFRA3" NA NA
"GFY" "GFY" 0.399594088701998 0.100401950669787
"GGA1" "GGA1" 0.588462062962535 0.0101991754864325
"GGA2" "GGA2" 0.481329890013483 0.0431380825026703
"GGACT" "GGACT" NA NA
"GGCT" "GGCT" 0.292947838437967 0.238099526415029
"GGCX" "GGCX" 0.0593866166134237 0.814927748004806
"GGH" "GGH" NA NA
"GGN" "GGN" -0.0755541894512045 0.765731744449966
"GGNBP2" "GGNBP2" 0.757301886344946 0.000273275277945553
"GGPS1" "GGPS1" 0.721882124500528 0.000718472601579951
"GGT7" "GGT7" 0.750413169541345 0.000333814233169142
"GHDC" "GHDC" 0.0489939957071344 0.84691498048675
"GHITM" "GHITM" -0.0894885246170689 0.723998085869527
"GHR" "GHR" NA NA
"GHRL" "GHRL" 0.437867362582164 0.0691589723660375
"GHSR" "GHSR" NA NA
"GIGYF1" "GIGYF1" 0.498789417714421 0.0351102925383748
"GIGYF2" "GIGYF2" NA NA
"GIMAP2" "GIMAP2" 0.591657105387528 0.00969723105061363
"GIMAP4" "GIMAP4" NA NA
"GIMAP5" "GIMAP5" 0.907152656476133 2.0682192505934e-07
"GIMAP6" "GIMAP6" 0.665040239808269 0.00259952331462325
"GIMAP7" "GIMAP7" 0.871011227301806 2.55097030109265e-06
"GIMAP8" "GIMAP8" NA NA
"GIN1" "GIN1" NA NA
"GINM1" "GINM1" 0.669595051491579 0.00236825953739234
"GINS1" "GINS1" NA NA
"GINS2" "GINS2" 0.52665567989995 0.0247369062237009
"GINS3" "GINS3" 0.496396407377551 0.0361366900571847
"GINS4" "GINS4" 0.55087996413014 0.0178196161540502
"GIPC1" "GIPC1" 0.572525032732883 0.0130230156199806
"GIPC2" "GIPC2" NA NA
"GIPR" "GIPR" 0.158140178342076 0.530837187101686
"GIT1" "GIT1" 0.532678271059865 0.0228486300077903
"GIT2" "GIT2" 0.692948834344957 0.00143199313608593
"GJA3" "GJA3" 0.20022743264589 0.425669548618111
"GJB3" "GJB3" NA NA
"GJB6" "GJB6" 0.373529572243976 0.126793359687481
"GJC3" "GJC3" NA NA
"GJD4" "GJD4" NA NA
"GK" "GK" NA NA
"GK5" "GK5" 0.685191599365758 0.00170076360600753
"GKAP1" "GKAP1" NA NA
"GLA" "GLA" NA NA
"GLB1L" "GLB1L" 0.0137958993803505 0.956671288729856
"GLB1L2" "GLB1L2" 0.516515993915621 0.028188909205383
"GLB1L3" "GLB1L3" 0.714094525591201 0.000871936524250016
