"gene" "PcorAgg" "PcorAgg_pvalue" "PcorAvg" "PcorAvg_pvalue" "PcorAvg_m" "PcorAvg_m_pvalue" "PcorAvg_m_log" "PcorAvg_m_log_pvalue" "PcorMed_m" "PcorMed_m_pvalue" "PcorMed_m_log" "PcorMed_m_log_pvalue"
"1661" "CCDC71L" 0.892756100021025 2.73787811201681e-07 0.164534757037894 0.500876279379787 0.632439371370673 0.0048563076761232 0.229665279650463 0.344223984061651 NA NA NA NA
"1664" "CCDC77" 0.925589653590778 1.37353054707919e-08 -0.171331210474247 0.483098498690616 0.560417190077905 0.0155588664937285 0.278023573109778 0.249113367857861 NA NA NA NA
"1673" "CCDC88B" 0.603940975201922 0.00617509648588642 -0.245868881948091 0.310275053106296 0.518741906811309 0.0274008471022626 -0.210965450908644 0.38596071689774 NA NA NA NA
"1683" "CCDC9B" 0.39542632210183 0.0937945904170695 0.246876758270843 0.308232268279707 0.705550667838393 0.00107081686982597 0.345541675656644 0.147335740205953 NA NA NA NA
"1686" "CCKBR" NA NA NA NA NA NA NA NA NA NA NA NA
"1687" "CCL18" 0.575356155769516 0.00995391446686566 0.645560788541152 0.00283321449365644 0.360089742516995 0.142152056672753 0.751947541863476 0.000204875521281416 NA NA NA NA
"1696" "CCL4" 0.510625665629542 0.0254826578768559 0.470505960547533 0.042048877624317 0.517063408219898 0.0279934905761696 0.530819128014743 0.0193682772337437 NA NA NA NA
"1697" "CCL4L2" 0.517894262883448 0.0231284961594758 0.31635308436862 0.186991724138424 0.301643294114734 0.223804144207488 0.431693703696588 0.0649506512838747 NA NA NA NA
"1704" "CCN2" NA NA NA NA NA NA NA NA NA NA NA NA
"1718" "CCNE2" 0.743308847581791 0.000265355820367571 0.409179336067952 0.0819315923943934 0.293966127531342 0.236396097885742 0.491856715825 0.0324362374312978 NA NA NA NA
"1723" "CCNI" 0.956735358912176 1.52266114262264e-10 -0.186515582544467 0.444536372936658 0.685970175538176 0.00167203382921272 0.403787714892312 0.0864425781459281 0.246914582329216 0.308155763407912 0.0519415769027957 0.832747377343911
"1728" "CCNL1" 0.931009017783658 7.35915348718769e-09 0.484101861037605 0.0357062837991198 0.6731841726067 0.00219821127703473 0.631218906888387 0.00375169398491438 0.580507564895838 0.00916178100752409 0.870495257537629 1.25769118593029e-06
"1740" "CCR3" 0.662331608494833 0.00200339414822129 0.395364696054061 0.093850413137467 -0.29399485894079 0.236348148114566 0.343447913897564 0.14996736704832 NA NA NA NA
"1744" "CCR7" 0.696244156820931 0.000928695994523169 0.31099534858418 0.194979048973772 0.45168584660938 0.0598762292038811 0.462603146733225 0.0461136078146352 NA NA NA NA
"1748" "CCSER1" 0.640309420584239 0.00314504227141425 0.729627421588552 0.000391905121579885 0.755334047885927 0.000289539342362877 0.853979992442996 3.28956890729208e-06 0.848874687627165 4.32590297175262e-06 0.678739163036261 0.00139793579987674
"1751" "CCT3" 0.839563780776675 6.9548099158562e-06 -0.329444899767953 0.168406871502061 0.488514974564575 0.0396808284441457 0.236290495781223 0.330092032144077 0.0555555555555555 0.821283269241721 0.0212481956237829 0.931196025975627
"1760" "CD163" 0.853255151220572 3.42211299147526e-06 0.659526473307585 0.00212602007465908 0.826074267680058 2.40153893486755e-05 0.737821294388773 0.00031115083545139 NA NA NA NA
"1761" "CD163L1" 0.793305118309224 5.06545562279742e-05 0.298208665426526 0.214949670924649 0.775529424391966 0.000155792658049056 0.645176676291542 0.00285511944107532 NA NA NA NA
"1766" "CD1D" 0.866652044559405 1.59077707152571e-06 0.648711856169395 0.00265871194252582 0.431129768706025 0.0740532166859586 0.631413429841588 0.00373777222185003 NA NA NA NA
"1770" "CD209" 0.863083685441837 1.96602267190025e-06 0.522948445716213 0.0215951248166033 0.636569392643195 0.0045038556656538 0.640101711797123 0.00315793610166952 NA NA NA NA
"1771" "CD22" 0.871197875669447 1.20385133038596e-06 0.902854729061273 1.22375395191488e-07 0.847548378653302 8.98907460576383e-06 0.892429547761105 2.80633544406173e-07 0.687184270936277 0.00115152644695159 0.86866848981433 1.40756619231957e-06
"1774" "CD244" 0.865620158402679 1.69228691965361e-06 0.64893475547939 0.00264671311099382 0.162733078617519 0.518813816076768 0.679068657902583 0.001387558433711 NA NA NA NA
"1777" "CD274" 0.853041929293084 3.46197219818999e-06 -0.0598230580775497 0.807790773267414 0.130223835084228 0.60653138219506 0.10512128178051 0.668435984510352 NA NA NA NA
"1786" "CD300LD" 0.878785730539569 7.38058769405727e-07 0.463309784502659 0.0457383882241098 0.478225580467093 0.0447008335398658 0.407974149158065 0.0829245449874342 NA NA NA NA
"1789" "CD320" 0.904129140376223 1.09870293900002e-07 0.547212421624099 0.0153144939917564 0.1403760448668 0.578503436676723 0.672974570569392 0.00159025299373926 NA NA NA NA
"1790" "CD33" 0.983690416291324 4.17835577722974e-14 0.92756593915287 1.10011732233132e-08 0.468867771156713 0.0496728180612927 0.925229711913411 1.42925867099472e-08 NA NA NA NA
"1800" "CD44" 0.904122151053068 1.09935712619544e-07 0.529064615484297 0.0198481669561993 0.597088120459791 0.00888965495085228 0.727969545498396 0.000410233712011006 0.791067103650386 5.50565894538188e-05 0.391659443431466 0.0972513780463576
"1806" "CD53" 0.905418005179672 9.83718632283773e-08 -0.0922117758171354 0.707321399087118 0.515512782906469 0.0285497889205076 0.412793227613713 0.0790065973557193 NA NA NA NA
"1814" "CD7" 0.90825248059118 7.67089730011162e-08 0.829642674421188 1.11756054034153e-05 0.713341048626617 0.000888133264880825 0.893274783096838 2.63213158947713e-07 NA NA NA NA
"1816" "CD72" 0.516878465147823 0.0234467754805578 0.626730602512934 0.00408497866417711 0.454035764089209 0.0583953223566943 0.817378540320442 1.9303133147427e-05 NA NA NA NA
"1819" "CD79B" 0.610765063457523 0.00547394837957454 0.584775081086019 0.00854491788293286 0.544653694323317 0.0194301888010232 0.69730267579779 0.000905203980706277 0.273096010124305 0.257948019620963 0.110194273580953 0.653367571778922
"1828" "CD8B2" 0.547345570408904 0.015284597976846 0.162698590916541 0.505732603201515 0.405490980809134 0.0950264750919054 0.27445833161201 0.255486029375634 NA NA NA NA
"1830" "CD93" 0.977701478787366 5.84507671614674e-13 0.839580708272682 6.94899763084298e-06 0.825781353294578 2.43170036709493e-05 0.840848690134897 6.5253748706584e-06 NA NA NA NA
"1838" "CDC14B" 0.883473221933877 5.36642521638901e-07 0.504635582713067 0.0275607045840428 0.17026925962045 0.49936507930131 0.527246514106984 0.0203553358996524 NA NA NA NA
"1841" "CDC20B" 0.298320437245118 0.214769519195194 -0.313233932521467 0.191614596834285 0.0984145365849954 0.69764057130493 -0.1309918984294 0.592975131543658 NA NA NA NA
"1844" "CDC25B" 0.940127606513091 2.27598948707611e-09 0.812374164819966 2.38524672891954e-05 0.832764021607862 1.79444307464705e-05 0.690626814975621 0.00106210142935567 NA NA NA NA
"1846" "CDC26" 0.867464462931128 1.5146159558231e-06 0.0652677669176624 0.790651928478293 0.792896830454765 8.67926169059294e-05 0.297048247584869 0.216825855345924 NA NA NA NA
"1853" "CDC42BPA" 0.845907463366285 5.04941341740098e-06 0.521210513238255 0.0221130491757763 0.388862869825295 0.110739295190339 0.562411134049478 0.0121907005081602 NA NA NA NA
"1854" "CDC42BPB" 0.880917866566526 6.39512320090523e-07 0.767534285171483 0.000125056422987642 0.484703230010247 0.0414874624658712 0.737415615333555 0.000314786830707065 NA NA NA NA
"1858" "CDC42EP3" 0.954190873973041 2.45350279203047e-10 0.130270401039334 0.595030803552319 0.67248436021084 0.00223055182243449 0.502531529443097 0.0283212877132684 NA NA NA NA
"1859" "CDC42EP4" 0.715320945653745 0.000575460105031283 0.558477466489602 0.0129450557176232 0.385673921920338 0.113952103593853 0.547992024023082 0.0151401109278366 NA NA NA NA
"1860" "CDC42EP5" 0.0171455728976931 0.94445890996206 -0.412652269972288 0.079119218780822 -0.149071847083987 0.554944088367188 -0.367978772909457 0.121126264818601 NA NA NA NA
"1861" "CDC42SE1" 0.784712501324175 6.93858221189683e-05 0.017330945731119 0.943859312842988 0.865530140098901 3.49513063925417e-06 0.26143905063089 0.279623557258038 0.340686287195381 0.153487969013601 0.262973611775989 0.276707773821618
"1866" "CDC7" 0.673254084454341 0.00158044463025524 -0.0636670678349184 0.795681433181548 0.394848446595533 0.104884073930669 0.536198436732488 0.0179540251387627 NA NA NA NA
"1876" "CDH15" 0.481222127987472 0.0369835059365241 0.0119277364650452 0.961346832516788 -0.213496334600146 0.394973905765549 -0.0173308893698139 0.943859495141894 NA NA NA NA
"1878" "CDH22" 0.541006612521642 0.0167605527689414 -0.185487599816999 0.447095450050136 0.215302646938927 0.39089114050153 -0.202635677350826 0.405416141491306 NA NA NA NA
"1879" "CDH23" 0.823400835742417 1.48359281181462e-05 0.26326229016262 0.276161374808299 0.718709052263939 0.000778022165584451 0.390469784750831 0.0983620693210091 NA NA NA NA
"1883" "CDHR1" 0.807721238377567 2.88807975773997e-05 0.497287434404828 0.0302884389080038 0.454224346623158 0.0582776790760431 0.458577392576179 0.0482963204562771 NA NA NA NA
"1884" "CDHR2" 0.589231589933043 0.0079371228567322 -0.271321056779443 0.261178060075999 0.703414108650201 0.0011260487187944 -0.307394190226493 0.200473499578941 NA NA NA NA
"1890" "CDK11B" 0.973198438089655 2.74900445983357e-12 0.31817936858592 0.184320025853058 0.795669110515834 7.865894098869e-05 0.579762336518661 0.00927310824652104 0.308606699924184 0.198612185385722 0.323490375453652 0.176696746139852
"1891" "CDK12" 0.946823297954296 8.49896744047984e-10 0.0639733661750259 0.794718419719283 0.739440507934914 0.00045337270499273 0.518699443353038 0.0228786360289626 NA NA NA NA
"1892" "CDK13" 0.960625434155873 6.9274454886347e-11 0.144121509857347 0.556096509830382 0.873234946802073 2.23592091627834e-06 0.391839190452548 0.0970843573121659 NA NA -0.753794790791571 0.000193593373428049
"1893" "CDK14" 0.530495712643642 0.0194560383229952 0.349719087081638 0.142181354643376 0.92401539693653 4.39384373502565e-08 0.550078098408316 0.014681283590694 0.243266816399921 0.315586400597791 0.406290955164971 0.0843261051816684
"1895" "CDK17" 0.943934481900674 1.31929561957613e-09 0.696070898210345 0.000932589461566745 0.807410283459586 5.09794982868993e-05 0.692236778959328 0.00102232234011391 0.394405318873308 0.0947225681951512 0.359818413292779 0.130242690382135
"1898" "CDK2AP1" 0.711429064803346 0.00063638490209875 0.397201663691691 0.0921967942507612 0.468155204259323 0.0500678600375409 0.381194622311444 0.107338850661042 NA NA NA NA
"1899" "CDK2AP2" 0.817089224116407 1.95440986259453e-05 0.40456065753464 0.0857849485952172 0.152793600632302 0.544992144601152 -0.0726655496717692 0.767513197690819 NA NA -0.242471628087332 0.317220294939821
"1908" "CDK6" 0.82960364029292 1.11958131382902e-05 0.379365724484527 0.109176201217194 0.676597890404644 0.00204594498797389 0.720986549857135 0.000495602558855149 1 1.67909203629325e-134 0.960726182409155 6.78054727319523e-11
"1923" "CDKN2B" 0.919122198870063 2.72752018813061e-08 0.65318883361156 0.00242616726945765 0.61813449162737 0.00625484884467178 0.783876627816026 7.14890635197358e-05 NA NA NA NA
"1940" "CEACAM21" 0.461245448978603 0.0468411332875483 -0.421501925586059 0.0722755801220304 0.716840145384828 0.000814984861566353 -0.280982592413158 0.243901654236451 NA NA NA NA
"1944" "CEBPB" 0.825367840992646 1.35848887463643e-05 0.812650578160734 2.35791016327459e-05 0.364713224337585 0.136730054712206 0.796961615800165 4.41109518521316e-05 0.708392652098695 0.000687610963925365 0.826537694312324 1.28848544383482e-05
"1950" "CECR2" 0.16005696459485 0.512758482876122 0.0495135052390639 0.840467939665848 0.442730866636188 0.0657779915055266 0.540131082176824 0.0169730315812781 NA NA NA NA
"1951" "CELF1" 0.968666628891997 1.02138860581721e-11 0.506806363372004 0.0267928507985292 0.776464800417704 0.000151157276356683 0.78914796764372 5.90885086734518e-05 0.498363334397601 0.0298764131659442 0.352686557517518 0.138597161656549
"1953" "CELF3" 0.501851648696176 0.028570529862945 0.073799678253382 0.763981951435481 -0.130131184964387 0.606789671031481 0.0579060294317717 0.813845620834838 NA NA NA NA
"1954" "CELF5" 0.330014260099823 0.167628352625188 -0.17601131334181 0.471040417292324 0.499142304926667 0.0349608521230545 0.0634811475688572 0.796266111516598 NA NA NA NA
"1955" "CELF6" 0.859660030638436 2.39590932328831e-06 0.41581194369383 0.076623037027515 0.809880184051722 4.63626718339624e-05 0.69175777842111 0.00103402475308691 NA NA NA NA
"1958" "CELSR3" 0.564309001628729 0.0118396067324961 0.0769689773843962 0.754137775870408 0.270788957636742 0.277103026567851 0.184544432430495 0.449450064760733 NA NA NA NA
"1965" "CENPE" 0.767000476891075 0.000127266291895152 -0.123719340333041 0.613829352391419 0.384609065768723 0.11503951825817 -0.00218177661206939 0.992927277473589 NA NA NA NA
"1969" "CENPJ" 0.717516997708883 0.000543307815320028 -0.0790129636257159 0.747808039026077 0.181503497636283 0.471037528338666 -0.0061678872933193 0.980007061387926 NA NA NA NA
"1993" "CEP250" 0.891457074044296 3.01911013064995e-07 -0.0681222980292749 0.781702545990931 0.799279983263623 6.90426315432054e-05 0.441211094227672 0.0586261576309402 NA NA NA NA
"1997" "CEP41" 0.551298970679578 0.0144179568172535 0.224731664689269 0.354971684578731 0.367794685566467 0.133197372651116 0.298467373763079 0.214532840094127 NA NA NA NA
"2007" "CEP85L" 0.864777371292335 1.77931727019771e-06 0.350964644740831 0.140669150808995 0.677293219255673 0.00201602415327787 0.263368319768679 0.275960854117945 NA NA NA NA
"2015" "CERS3" 0.544391420465372 0.0159589483756706 0.405702660741617 0.0848200458279103 -0.0979611955035291 0.69897161599155 0.412996196738723 0.0788446384080363 NA NA NA NA
"2020" "CES3" 0.121512736890537 0.620214364516113 -0.0267538303003503 0.913425352976426 0.0169128398466711 0.946893788110262 0.0184910269265103 0.940107644501354 NA NA NA NA
"2021" "CES4A" 0.56876628417149 0.0110469517327471 -0.247123233681844 0.307733939656668 0.466739328942256 0.0508598523979542 0.16207776737825 0.507379644467877 NA NA NA NA
"2028" "CFAP221" 0.657015717473067 0.00224100537462529 -0.0122434531524874 0.96032447397636 0.253789489130936 0.309534003698841 0.0261410080010554 0.915401580127869 NA NA NA NA
"2034" "CFAP43" 0.64418824886021 0.00291213197265857 0.0420559283222502 0.864265337731973 0.138495988281704 0.583652172226192 0.0485388905668246 0.843570897364289 NA NA NA NA
"2044" "CFAP65" 0.556427219150981 0.0133528178606207 0.422650194617143 0.0714209518052584 0.342920093126136 0.163586349826986 0.155867321946575 0.523995474756177 NA NA NA NA
"2048" "CFAP74" 0.0626926163329439 0.798747020542906 -0.153784675689421 0.529623633114353 0.919668998141511 6.76143086464623e-08 0.0709841741657091 0.772756425030763 NA NA NA NA
"2051" "CFD" 0.909979337054448 6.56625127228989e-08 0.725390154056359 0.000440189216039917 0.264055883240248 0.289688111026933 0.785128636350293 6.83586303957163e-05 NA NA NA NA
"2056" "CFLAR" 0.877806702741361 7.87562341671025e-07 0.240281484381908 0.321746428236272 0.757978846554909 0.000267861280912676 0.679249868542404 0.00138187872807996 0.444270198445968 0.0566954127556053 0.613689428779307 0.00519413726466021
"2058" "CGAS" 0.89742877050072 1.90581627362173e-07 0.455697343641003 0.0499055449335459 0.613564359102342 0.00676478756860298 0.695192300981796 0.000952544788769402 NA NA NA NA
"2063" "CGN" 0.706132548433617 0.000727955267132888 0.470369686149906 0.0421165517999864 0.350781764809582 0.15351546063088 0.428363997291759 0.0672796925896501 NA NA NA NA
"2071" "CHAF1A" 0.862726835464385 2.00745686385675e-06 0.657695739301545 0.00220936436043383 0.730746804059952 0.000571915766556573 0.633325467900658 0.00360318119394977 NA NA NA NA
"2079" "CHCHD5" 0.755899713111 0.000181385681551998 0.460736844466822 0.0471159151480358 0.402829511523763 0.097426224979331 0.406564406657956 0.0840972321183911 NA NA NA NA
"2081" "CHD1" 0.914222076316119 4.42095296523455e-08 0.522164816762353 0.0218274561462462 0.838377994874061 1.39131463016888e-05 0.777244668952101 9.01978862480995e-05 0.672408948999304 0.00161025646835909 0.573506606358899 0.0102514610251251
"2084" "CHD4" 0.948394227219896 6.62231015774079e-10 0.253482730688168 0.295043969052185 0.522456986693276 0.0261238295371114 0.553550399676805 0.0139422667529279 0.326860225230307 0.171972025129825 0.321718799585354 0.179215488909501
"2086" "CHD7" 0.724034731552055 0.000456657367071755 0.520462631600367 0.0223389208424176 0.16913126598833 0.502279314697578 0.716007795531393 0.000565236036056321 0.233020691214185 0.337023466492085 0.21013697199201 0.387872181939908
"2087" "CHD8" 0.958855759008564 1.00056095713572e-10 0.291767109393674 0.225499426083495 0.505997351763929 0.0321538341197078 0.579059686436913 0.00937907501232956 NA NA NA NA
"2092" "CHERP" 0.961290970477484 6.00660592998162e-11 -0.408920168087197 0.0821443779971505 0.599023009981889 0.00861537855616353 0.14269288495594 0.560059421395 NA NA NA NA
"2093" "CHFR" 0.968761763116398 9.95649047145266e-12 0.176177032079855 0.47061623682648 0.840858695303853 1.23956903988936e-05 0.484144616238337 0.0356875817181007 NA NA NA NA
"2103" "CHL1" 0.971382328351623 4.77011632786354e-12 0.60589335608231 0.00596740794534581 0.979233655496755 1.62944777550506e-12 0.547471038855029 0.015256469103686 NA NA NA NA
"2115" "CHMP7" 0.928931235720723 9.40252859402609e-09 0.550731139119032 0.0145399568823587 0.499261023751337 0.0349106873641396 0.551744463602679 0.0143228159178958 NA NA NA NA
"2119" "CHORDC1" 0.937917042024248 3.07400744424442e-09 -0.271496082212888 0.260858427070971 0.229739792051935 0.359100904590988 0.543416163656832 0.0161867083202789 NA NA NA NA
"2120" "CHPF2" 0.928268152863411 1.01515344714738e-08 -0.419851044712506 0.0735175797749668 0.601656676554855 0.00825303818378035 -0.132349901595052 0.589113990401354 NA NA NA NA
"2123" "CHRD" 0.0809592904015117 0.74179504928487 -0.256963681711677 0.288234985145318 -0.20301813981364 0.419111632215282 -0.208061243079161 0.392684245907586 NA NA NA NA
"2124" "CHRDL2" 0.0697111039168454 0.77673267979277 -0.0429718730116552 0.861336077039417 -0.284008498073316 0.253388668084536 -0.0725870746487782 0.767757702314182 NA NA NA NA
"2130" "CHRNB1" 0.841117090374607 6.43862506793564e-06 0.461047574084293 0.046947892587842 0.564628563132633 0.01463598831455 0.497489558483136 0.0302106976645799 NA NA NA NA
"2145" "CHST7" 0.634428466298938 0.00352737430557377 0.0613714374906834 0.802907897178872 0.123473495975672 0.625464431982562 0.0783571808952044 0.749837179898568 NA NA NA NA
"2153" "CIAPIN1" 0.909938179067606 6.59086779990223e-08 -0.27285548250984 0.258384248250855 0.11927498368091 0.637354705921782 0.274884094012619 0.254719644356923 NA NA NA NA
"2156" "CIC" 0.955505240958119 1.92429446405034e-10 0.468822270783161 0.0428908823036866 0.226755228216818 0.36554921867056 -0.629675717766406 0.00386365898751931 NA NA NA NA
"2161" "CIP2A" 0.783721946858159 7.18841953315407e-05 -0.0557781301664027 0.820578335959098 -0.12021486603995 0.634685479638151 -0.015878547862252 0.948557911447592 NA NA NA NA
"2170" "CITED2" 0.882132867282961 5.88643275922109e-07 0.364331609275819 0.125142908318976 0.416610287888726 0.0854612657757918 0.0921853666323178 0.707401701759336 -0.0522173633325305 0.831871369603163 -0.0751631202776762 0.759742612787698
"2171" "CITED4" 0.881000245008377 6.35946468779749e-07 0.433173653695658 0.0639350726441593 0.663402194696907 0.00268710330631813 0.287060380929985 0.233416598851977 NA NA NA NA
"2173" "CKAP2" 0.733588899021313 0.0003508933319082 0.104133589025305 0.671384138802504 0.716649634740124 0.000818833637987003 0.446372962112156 0.0553963848995323 NA NA NA NA
"2175" "CKAP4" 0.606534489155212 0.00590046436779371 0.52986502257791 0.0196280870674575 0.669118170059358 0.00239164751565301 0.515374751189946 0.0239242541008239 -0.0808452083454443 0.742147103681189 -0.0808385739437558 0.74216757878944
"2176" "CKAP5" 0.921985078716776 2.02787918698731e-08 -0.0419214146939869 0.864695666226283 0.171486697964159 0.496256399834865 0.711492980313691 0.000635342166851652 NA NA NA NA
"2179" "CLASP1" 0.946714739966302 8.64435875257205e-10 -0.411577686497846 0.0799816822369613 0.516907319417947 0.0280491043216441 0.423130485748605 0.071065721896551 0.838525491562421 7.31944827841328e-06 0.282340603194227 0.241533264278625
"2181" "CLASRP" 0.91159961089183 5.65875008152479e-08 0.251339154785066 0.299285216775257 0.839825779904389 1.30093526171367e-05 0.677864611742158 0.00142579445441558 NA NA NA NA
"2188" "CLCN5" 0.42948402435273 0.0664894078645724 0.308430238343396 0.198882354057848 0.93509911185794 1.28963086677576e-08 0.331823088651241 0.16517133815512 NA NA NA NA
"2209" "CLEC4D" 0.914197082599305 4.43152904052513e-08 0.756155819507222 0.000179946084432203 0.928544670759457 2.72663463583064e-08 0.808207233817882 2.83162407354129e-05 NA NA NA NA
"2212" "CLEC5A" 0.987354990826943 4.863242055534e-15 0.95904740053877 9.62261681351073e-11 0.828058953709151 2.20546406390338e-05 0.975802965092213 1.16313092567287e-12 NA NA NA NA
"2214" "CLEC7A" 0.993672269546931 1.38185536488315e-17 0.94178288700449 1.80362820200835e-09 0.840305430144708 1.27212315458155e-05 0.957388245587177 1.34103613289196e-10 NA NA NA NA
"2222" "CLIC6" 0.638581276894589 0.00325365548541726 0.287963816208401 0.231883236874954 0.147533702325281 0.559080339391516 0.27875491665537 0.247818728675397 NA NA NA NA
"2227" "CLIP4" 0.94250829050955 1.62533804131492e-09 0.931991880975318 6.5363226556893e-09 0.699359857451767 0.00123737537654806 0.884230568745495 5.09065316611424e-07 0.544331053951817 0.0159729716451645 0.654109106739831 0.00238052152455299
"2241" "CLPB" 0.69519600915229 0.000952459819530453 0.0628806185243489 0.798155351839676 0.821361210991557 2.92769010828193e-05 0.506468702081451 0.0269111752770727 NA NA NA NA
"2250" "CLSTN3" 0.973919139114348 2.18581155096267e-12 0.787835730155319 6.19886867568368e-05 0.126515065351776 0.616905041443683 0.747373629157892 0.000235242069301615 NA NA NA NA
"2254" "CLTCL1" 0.371556147294863 0.117276291951876 0.0370689086572998 0.880243022046134 0.776821054620089 0.000149422757551864 0.258339194199218 0.285571150717372 NA NA NA NA
"2257" "CLUAP1" 0.859309773230674 2.444164148526e-06 -0.191779982560837 0.431550896361452 0.715986058720376 0.000832358102621772 0.306965587905478 0.201134200435736 NA NA NA NA
"2258" "CLUH" 0.657091432212738 0.00223746390769589 0.130943523794253 0.593112866793618 0.161239225031663 0.522710464955809 0.401189424495608 0.0886803412780767 NA NA NA NA
"2259" "CLUL1" 0.275583586149051 0.253463694285775 0.159973615839879 0.512980913116073 -0.104449411421664 0.680002983419108 0.137077765937903 0.575754569153027 NA NA NA NA
"2264" "CMC1" 0.667587156988786 0.00178945864300151 -0.0981608879555616 0.689308696586627 0.787860461129145 0.000103400865211922 0.181379965589564 0.457396605951906 NA NA NA NA
"2265" "CMC2" 0.885717820047478 4.58477224096049e-07 -0.130311468177068 0.59491371680235 0.706794147143559 0.00103972304533219 0.216538842206215 0.37323832310924 NA NA NA NA
"2280" "CNBD2" 0.9134196138058 4.77174626300697e-08 0.055402583490523 0.821767834996728 0.734027077193314 0.000524462098853754 0.498276400009832 0.0299095422113592 NA NA NA NA
"2284" "CNGA1" 0.537273633823062 0.017681453963335 0.015395221059123 0.950121872014778 0.669308150937306 0.00238230747442477 0.177529258285277 0.467162195547747 NA NA NA NA
"2291" "CNKSR3" 0.46059876729479 0.0471907255391083 -0.0550211296291479 0.822976425592701 0.533203944804875 0.0226893302700977 0.00243618814651945 0.992102568118598 NA NA NA NA
"2292" "CNN2" 0.895906347092727 2.14858582190286e-07 -0.424582506052349 0.0699997833592337 0.713560041842309 0.00088340014323692 0.112639864116929 0.64614857923759 -0.102062072615966 0.677582289893918 -0.101824925764864 0.678293128925756
"2306" "CNOT8" 0.947427515137453 7.72825943999463e-10 0.0564190833603597 0.818549060788469 0.766767038337224 0.00020537208723641 0.345689523945333 0.147151131386038 NA NA NA NA
"2316" "CNTN2" -0.115643668998775 0.637323141021543 -0.262442374749882 0.277715026091806 -0.166527032189575 0.508978779193338 -0.251618428252986 0.298730567801814 NA NA NA NA
"2318" "CNTNAP1" 0.628151545687241 0.00397693065125735 0.205875604385675 0.397786442918232 0.556060334852114 0.0165615732893127 0.517740060040703 0.0231765920512261 NA NA NA NA
"2319" "CNTNAP2" 0.632353848321784 0.00367106650930859 0.550183401628286 0.0146584206031549 0.753654219437769 0.000304060617438204 0.807999180571731 2.85567538677831e-05 NA NA NA NA
"2320" "CNTRL" 0.964534224113645 2.88672129831999e-11 0.429507648323011 0.0664728140114102 0.584361324738743 0.0108737098217712 0.803420746460254 3.43126266439758e-05 0.643726309578718 0.00293909769160147 0.642634366349589 0.00300366179595219
"2321" "COA1" 0.977211326993803 7.01995821550617e-13 0.477137995921199 0.0388551058715208 0.511906264962601 0.0298768460819358 0.670232826148726 0.00168918374707309 NA NA NA NA
"2337" "COL13A1" 0.898675978528521 1.72510874750248e-07 0.444501331368064 0.0565515105058945 -0.0769916429177352 0.761395891676367 0.45558756954647 0.0499676781129597 NA NA NA NA
"2343" "COL23A1" 0.707352171096181 0.000705943930117977 0.129530780011089 0.597141175284234 0.165094134873681 0.512682873190869 0.205722539876386 0.398145113719744 NA NA NA NA
"2345" "COL25A1" 0.350456834255715 0.141284310018001 -0.102947859485711 0.674929486138556 -0.0197276289001457 0.938070266727413 -0.0492418357675 0.841332650799378 NA NA NA NA
"2349" "COL4A2" 0.849129606577721 4.26816027122368e-06 0.3882001531272 0.100506510791526 0.172619957839774 0.493371066062974 0.342249559257878 0.151488126440182 NA NA NA NA
"2350" "COL4A4" 0.991596017671931 1.5308890625123e-16 0.959229710993114 9.27028546644009e-11 0.502815554804984 0.0334342101059984 0.995193719315704 1.34107968392548e-18 1 1.67909203629325e-134 1 0
"2361" "COLGALT1" 0.669034971234343 0.0017339878690133 0.216716933004427 0.372835729349523 0.713802762305062 0.000878178792895952 0.504356854576031 0.0276605315721447 0.201007563051842 0.409279952310268 0.261122132807478 0.280228079573427
"2372" "COMP" 0.381945658496641 0.106590822406859 -0.0330042242144719 0.893298808720178 0.0254690119970716 0.920095059168097 -0.0422023900779207 0.863796827056261 NA NA NA NA
"2374" "COMTD1" 0.871651046009835 1.17019768018994e-06 0.423457038741216 0.0708249508829914 0.528124916119744 0.024265406336147 0.47838631178389 0.0382754714523828 NA NA NA NA
"2379" "COPE" 0.955750615708123 1.83747712341435e-10 0.737603780322949 0.000313095905558561 0.531854597085634 0.023099994898298 0.781594103004582 7.75124098176771e-05 0.242821465589316 0.316500854960984 0.260021377564684 0.282334035649161
"2392" "COPZ1" 0.893981160752458 2.49384878204607e-07 -0.121037529481664 0.621592852436612 0.568994624395298 0.0137256623457399 0.32527936509897 0.174177667780488 0.0808452083454443 0.742147103681189 0.0801175020950212 0.744393938293606
"2394" "COQ10A" 0.888346269780562 3.79699503365335e-07 0.493598386058804 0.031734920114982 0.591154552383307 0.00977484017577809 0.58878735269405 0.00799608648484476 NA NA NA NA
"2405" "CORO1B" 0.819409677334578 1.76822886538287e-05 0.0703263924690382 0.774810242869808 -0.0767194477130614 0.762216411068467 0.0931987829645334 0.70432232457179 NA NA NA NA
"2408" "CORO2B" 0.512654105338796 0.0248075657515071 0.524729863851394 0.0210742323311972 0.879117363959967 1.55862821711225e-06 0.755296357611512 0.000184815979764276 NA NA NA NA
"2410" "CORO7" 0.958365843213137 1.10462107338652e-10 0.588826090304603 0.00799093072826865 0.570160084549864 0.0134904482677141 0.561356575397122 0.012389373760842 0.270966363453617 0.261826558187376 0.210536174982528 0.3869504882145
