"gene" "num_prom" "active_prom_num" "active_prom_perc" "num_ex" "active_ex_num" "active_ex_perc" "num_enh" "active_enh_num" "active_enh_perc" "expr_num" "expr_perc"
"COX6B1" "COX6B1" 1 4408 0.412309419137592 0 0 0 6 9120 0.853053970629502 3451 0.322794874193247
"COX6C" "COX6C" 1 2162 0.20222617154616 0 0 0 0 0 0 4069 0.380600505097746
"COX7A1" "COX7A1" 1 216 0.0202039098306987 0 0 0 0 0 0 0 0
"COX7A2" "COX7A2" 1 3756 0.35132354316715 0 0 0 0 0 0 2946 0.27555888130203
"COX7A2L" "COX7A2L" 1 6078 0.568515573847161 1 629 0.0588345337199514 11 7844 0.733701244037041 1640 0.153400056121972
"COX7B" "COX7B" 1 2723 0.254700215134225 0 0 0 0 0 0 2351 0.219904592648022
"COX7C" "COX7C" 1 3283 0.307080722102703 0 0 0 0 0 0 6355 0.594425217472641
"COX8A" "COX8A" 1 5606 0.524366289402301 0 0 0 0 0 0 3174 0.296885230567767
"COX8C" "COX8C" 1 70 0.00654756337105977 0 0 0 0 0 0 0 0
"CPA6" "CPA6" 1 187 0.0174913478626882 0 0 0 0 0 0 64 0.00598634365354036
"CPAMD8" "CPAMD8" 1 488 0.0456458703582453 2 671 0.0627630717425872 19 5641 0.527640071087831 298 0.0278739126367973
"CPD" "CPD" 1 5288 0.494621644373772 0 0 0 3 2411 0.225516789823216 1505 0.140772612477785
"CPE" "CPE" 1 593 0.0554672154148349 2 245 0.0229164717987092 0 0 0 13 0.00121597605462539
"CPEB1" "CPEB1" 1 648 0.0606117294920962 0 0 0 2 3301 0.308764381255261 26 0.00243195210925077
"CPEB2" "CPEB2" 1 6200 0.579927041436722 2 3650 0.341408661490974 0 0 0 1239 0.115891871667758
"CPEB3" "CPEB3" 1 389 0.036385745019175 0 0 0 0 0 0 1209 0.113085773080161
"CPEB4" "CPEB4" 1 6566 0.614161444205406 1 248 0.0231970816574689 1 2418 0.226171546160322 1838 0.171920306800112
"CPED1" "CPED1" 1 687 0.0642596576559723 0 0 0 4 1582 0.147974932185951 616 0.057618557665326
"CPLANE1" "CPLANE1" 2 1999 0.18697970255355 0 0 0 0 0 0 693 0.0648208773734917
"CPLANE2" "CPLANE2" 1 4194 0.392292582546067 0 0 0 10 8539 0.798709194649705 49 0.00458329435974184
"CPLX1" "CPLX1" 1 946 0.0884856421288935 0 0 0 6 6338 0.592835094939669 30 0.00280609858759704
"CPLX2" "CPLX2" 1 498 0.0465812365541109 2 1635 0.152932373024039 1 1040 0.0972780843700309 271 0.02534842390796
"CPLX3" "CPLX3" 1 881 0.0824057618557665 0 0 0 2 1601 0.149752127958096 1 9.35366195865681e-05
"CPM" "CPM" 2 2788 0.260780095407352 1 108 0.0101019549153494 15 2654 0.248246188382752 405 0.0378823309325601
"CPNE2" "CPNE2" 1 2106 0.196988120849312 0 0 0 1 1462 0.136750537835563 304 0.0284351323543167
"CPNE4" "CPNE4" 1 132 0.012346833785427 2 844 0.0789449069310635 3 768 0.0718361238424843 46 0.00430268450098213
"CPNE5" "CPNE5" 2 1324 0.123842484332616 1 2286 0.213824712374895 23 6463 0.60452717238799 325 0.0303994013656346
"CPNE7" "CPNE7" 1 843 0.0788513703114769 0 0 0 6 5645 0.528014217566177 19 0.00177719577214479
"CPNE8" "CPNE8" 2 1827 0.17089140398466 0 0 0 8 676 0.0632307548405201 1667 0.155925544850809
"CPNE9" "CPNE9" 1 391 0.0365728182583481 2 308 0.028809278832663 0 0 0 52 0.00486390421850154
"CPOX" "CPOX" 1 2871 0.268543634833037 0 0 0 5 2660 0.248807408100271 322 0.0301187915068749
"CPPED1" "CPPED1" 1 4395 0.411093443082967 0 0 0 0 0 0 2231 0.208680198297634
"CPQ" "CPQ" 1 3876 0.362547937517538 0 0 0 36 3753 0.35104293330839 3105 0.290431203816294
"CPSF1" "CPSF1" 1 4900 0.458329435974184 0 0 0 8 8307 0.777008698905622 665 0.0622018520250678
"CPSF6" "CPSF6" 1 5641 0.527640071087831 0 0 0 2 786 0.0735197829950426 2971 0.277897296791694
"CPSF7" "CPSF7" 1 6696 0.62632120475166 0 0 0 12 6326 0.59171265550463 1618 0.151342250491067
"CPT1A" "CPT1A" 2 4197 0.392573192404826 0 0 0 2 5019 0.469460293704985 1380 0.129080535029464
"CPT1C" "CPT1C" 1 863 0.0807221027032083 2 223 0.0208586661678047 15 8979 0.839865307267795 12 0.00112243943503882
"CPT2" "CPT2" 1 4545 0.425123936020952 0 0 0 3 1236 0.115611261808998 332 0.0310541577027406
"CPVL" "CPVL" 1 1696 0.15863810681882 0 0 0 15 3156 0.295201571415209 2588 0.242072771490038
"CPXM1" "CPXM1" 1 461 0.0431203816294079 0 0 0 0 0 0 8 0.000748292956692545
"CR1" "CR1" 1 1110 0.103825647741091 0 0 0 19 5239 0.490038350014031 1158 0.108315405481246
"CR1L" "CR1L" 1 1478 0.138247123748948 1 104 0.00972780843700309 19 7750 0.724908801795903 58 0.00542512393602095
"CR2" "CR2" 1 901 0.0842764942474979 0 0 0 2 1958 0.1831447011505 95 0.00888597886072397
"CRABP2" "CRABP2" 1 1712 0.160134692732205 1 189 0.0176784211018614 12 8389 0.78467870171172 27 0.00252548872883734
"CRACD" "CRACD" 1 379 0.0354503788233093 0 0 0 0 0 0 0 0
"CRACDL" "CRACDL" 1 197 0.0184267140585539 0 0 0 0 0 0 0 0
"CRACR2A" "CRACR2A" 1 3529 0.330090730520999 0 0 0 11 6000 0.561219717519409 1020 0.0954073519782995
"CRACR2B" "CRACR2B" 1 1628 0.152277616686933 0 0 0 2 3725 0.348423907959966 40 0.00374146478346273
"CRADD" "CRADD" 1 5051 0.472453465531756 0 0 0 1 434 0.0405948929005706 1679 0.157047984285848
"CRAMP1" "CRAMP1" 1 1362 0.127396875876906 0 0 0 0 0 0 593 0.0554672154148349
"CRAT" "CRAT" 1 7258 0.678888784959312 0 0 0 10 8905 0.832943597418389 167 0.0156206154709569
"CRB2" "CRB2" 1 347 0.0324572069965391 0 0 0 0 0 0 41 0.00383500140304929
"CRB3" "CRB3" 1 715 0.0668786830043962 0 0 0 3 7305 0.68328500607988 26 0.00243195210925077
"CRBN" "CRBN" 1 3404 0.318398653072678 0 0 0 0 0 0 2009 0.187915068749415
"CRCP" "CRCP" 1 3353 0.313628285473763 0 0 0 4 665 0.0622018520250678 1227 0.114769432232719
"CREB1" "CREB1" 1 8503 0.795341876344589 0 0 0 0 0 0 3113 0.291179496772987
"CREB3L1" "CREB3L1" 1 171 0.0159947619493032 0 0 0 0 0 0 17 0.00159012253297166
"CREB3L2" "CREB3L2" 1 6213 0.581143017491348 1 255 0.0238518379945749 0 0 0 909 0.0850247872041904
"CREB3L3" "CREB3L3" 1 220 0.020578056309045 1 92 0.00860536900196427 0 0 0 8 0.000748292956692545
"CREB3L4" "CREB3L4" 1 4379 0.409596857169582 0 0 0 2 6044 0.565335328781218 80 0.00748292956692545
"CREB5" "CREB5" 1 1233 0.115330651950239 1 384 0.0359180619212422 13 2177 0.203629220839959 1770 0.165559816668226
"CREBBP" "CREBBP" 2 7022 0.656814142736881 0 0 0 2 1386 0.129641754746983 4318 0.403891123374801
"CREBL2" "CREBL2" 1 3752 0.350949396688804 0 0 0 21 7823 0.731736975025723 656 0.0613600224487887
"CREBRF" "CREBRF" 1 6074 0.568141427368815 1 5870 0.549059956973155 1 6604 0.617715835749696 2914 0.27256570947526
"CREBZF" "CREBZF" 2 4641 0.434103451501263 1 3032 0.283603030586475 4 4445 0.415770274062295 1003 0.0938172294453278
"CREG1" "CREG1" 1 4684 0.438125526143485 0 0 0 17 8575 0.802076512954822 898 0.0839958843887382
"CREG2" "CREG2" 1 1094 0.102329061827706 0 0 0 1 838 0.0783836872135441 11 0.00102890281545225
"CRELD1" "CRELD1" 1 6140 0.574314844261528 0 0 0 5 4822 0.451033579646432 421 0.0393789168459452
"CREM" "CREM" 2 9031 0.844729211486297 1 80 0.00748292956692545 4 2365 0.221214105322234 3356 0.313908895332523
"CRHR1" "CRHR1" 1 333 0.0311476943223272 0 0 0 0 0 0 2 0.000187073239173136
"CRHR2" "CRHR2" 1 559 0.0522869703488916 0 0 0 1 1018 0.0952202787391264 4 0.000374146478346273
"CRIM1" "CRIM1" 1 1085 0.101487232251426 0 0 0 1 662 0.0619212421663081 437 0.0408755027593303
"CRIP1" "CRIP1" 1 4677 0.437470769806379 0 0 0 6 8601 0.804508465064073 4901 0.45842297259377
"CRIP2" "CRIP2" 1 3757 0.351417079786737 0 0 0 11 9211 0.861565803011879 467 0.0436816013469273
"CRIP3" "CRIP3" 1 989 0.0925077167711159 0 0 0 0 0 0 45 0.00420914788139557
"CRISPLD1" "CRISPLD1" 2 291 0.0272191562996913 0 0 0 0 0 0 8 0.000748292956692545
"CRISPLD2" "CRISPLD2" 1 2450 0.229164717987092 0 0 0 11 5396 0.504723599289122 420 0.0392853802263586
"CRK" "CRK" 1 7209 0.67430549059957 0 0 0 8 7015 0.656159386399776 1325 0.123936020952203
"CRKL" "CRKL" 1 6536 0.611355345617809 0 0 0 10 5686 0.531849218969226 612 0.0572444111869797
"CRLF2" "CRLF2" 1 517 0.0483584323262557 0 0 0 24 5288 0.494621644373772 86 0.00804414928444486
"CRLF3" "CRLF3" 1 5349 0.500327378168553 0 0 0 2 2583 0.241605088392106 2333 0.218220933495463
"CRLS1" "CRLS1" 1 3911 0.365821719203068 2 244 0.0228229351791226 3 1702 0.159199326536339 983 0.0919464970535965
"CROCC" "CROCC" 2 6045 0.565428865400804 0 0 0 2 1386 0.129641754746983 2500 0.23384154896642
"CROT" "CROT" 1 4551 0.425685155738472 1 176 0.016462445047236 0 0 0 411 0.0384435506500795
"CRPPA" "CRPPA" 1 2845 0.266111682723786 0 0 0 0 0 0 193 0.0180525675802077
"CRTAM" "CRTAM" 1 740 0.0692170984940604 0 0 0 5 2732 0.255542044710504 380 0.0355439154428959
"CRTAP" "CRTAP" 1 3715 0.347488541764101 0 0 0 5 2161 0.202132634926574 971 0.0908240576185577
"CRTC1" "CRTC1" 1 5364 0.501730427462352 0 0 0 6 8611 0.805443831259938 1171 0.109531381535871
"CRTC2" "CRTC2" 1 5513 0.51566738378075 0 0 0 4 6528 0.610607052661117 549 0.0513516041530259
"CRTC3" "CRTC3" 1 3866 0.361612571321672 0 0 0 5 3126 0.292395472827612 2258 0.211205687026471
"CRY1" "CRY1" 1 6142 0.574501917500702 0 0 0 7 4114 0.384809652979141 2477 0.231690206715929
"CRY2" "CRY2" 1 7038 0.658310728650267 0 0 0 0 0 0 1688 0.157889813862127
"CRYBA1" "CRYBA1" 1 139 0.013001590122533 0 0 0 0 0 0 18 0.00168365915255823
"CRYBA2" "CRYBA2" 1 395 0.0369469647366944 0 0 0 3 6287 0.588064727340754 0 0
"CRYBB1" "CRYBB1" 1 341 0.0318959872790197 0 0 0 4 1635 0.152932373024039 4 0.000374146478346273
"CRYBG1" "CRYBG1" 1 1348 0.126087363202694 1 3346 0.312973529136657 8 5717 0.53474885417641 3098 0.289776447479188
"CRYBG3" "CRYBG3" 1 3596 0.336357684033299 0 0 0 1 1667 0.155925544850809 1034 0.0967168646525115
"CRYGD" "CRYGD" 1 113 0.0105696380132822 0 0 0 0 0 0 1 9.35366195865681e-05
"CRYGN" "CRYGN" 3 3277 0.306519502385184 0 0 0 41 8285 0.774950893274717 18 0.00168365915255823
"CRYL1" "CRYL1" 1 3320 0.310541577027406 0 0 0 1 2032 0.190066410999906 519 0.0485455055654289
"CRYM" "CRYM" 1 948 0.0886727153680666 1 237 0.0221681788420167 17 3524 0.329623047423066 32 0.00299317182677018
"CRYZ" "CRYZ" 1 2112 0.197549340566832 0 0 0 0 0 0 156 0.0145917126555046
"CRYZL1" "CRYZL1" 1 7822 0.731643438406136 0 0 0 3 3715 0.347488541764101 936 0.0875502759330278
"CRYZL2P-SEC16B" "CRYZL2P-SEC16B" 1 442 0.0413431858572631 0 0 0 9 1478 0.138247123748948 0 0
"CS" "CS" 1 6260 0.585539238611917 0 0 0 7 5399 0.505004209147881 1103 0.103170891403985
"CSAD" "CSAD" 1 1067 0.0998035730988682 0 0 0 1 615 0.0575250210457394 963 0.0900757646618651
"CSDE1" "CSDE1" 1 6065 0.567299597792536 1 107 0.0100084182957628 1 3075 0.287625105228697 3496 0.327004022074642
"CSE1L" "CSE1L" 1 6898 0.645215601908147 0 0 0 3 4512 0.422037227574595 928 0.0868019829763352
"CSF1" "CSF1" 1 1873 0.175194088485642 0 0 0 0 0 0 86 0.00804414928444486
"CSF1R" "CSF1R" 2 515 0.0481713590870826 0 0 0 53 5338 0.499298475353101 1236 0.115611261808998
"CSF2RA" "CSF2RA" 1 1008 0.0942849125432607 5 1001 0.0936301562061547 29 5619 0.525582265456926 1734 0.162192498363109
"CSF2RB" "CSF2RB" 2 1763 0.16490506033112 1 323 0.0302123281264615 29 3081 0.288186324946216 469 0.0438686745861005
"CSF3R" "CSF3R" 1 592 0.0553736787952483 1 173 0.0161818351884763 21 5996 0.560845571041063 2663 0.249088017959031
"CSGALNACT1" "CSGALNACT1" 4 1169 0.109344308296698 3 242 0.0226358619399495 12 3609 0.337573660087924 2369 0.22158825180058
"CSGALNACT2" "CSGALNACT2" 1 5010 0.468618464128706 0 0 0 3 7920 0.74081002712562 3154 0.295014498176036
"CSHL1" "CSHL1" 1 609 0.05696380132822 0 0 0 1 2961 0.276961930595828 4 0.000374146478346273
"CSK" "CSK" 1 5174 0.483958469740904 0 0 0 3 1956 0.182957627911327 3059 0.286128519315312
"CSNK1A1" "CSNK1A1" 1 6481 0.606210831540548 0 0 0 1 857 0.0801608829856889 4361 0.407913198017024
"CSNK1D" "CSNK1D" 1 5454 0.510148723225143 0 0 0 9 9226 0.862968852305678 2260 0.211392760265644
"CSNK1G1" "CSNK1G1" 1 4493 0.420260031802451 0 0 0 7 5413 0.506313721822093 1791 0.167524085679544
"CSNK1G2" "CSNK1G2" 1 8164 0.763632962304742 0 0 0 4 8607 0.805069684781592 2322 0.217192030680011
"CSNK1G3" "CSNK1G3" 1 4970 0.464876999345244 1 71 0.00664109999064634 2 1200 0.112243943503882 1456 0.136189318118043
"CSNK2A1" "CSNK2A1" 1 5226 0.488822373959405 1 148 0.0138434196988121 7 6272 0.586661678046955 1432 0.133944439247966
"CSNK2A2" "CSNK2A2" 1 2848 0.266392292582546 0 0 0 4 4601 0.4303619867178 857 0.0801608829856889
"CSNK2B" "CSNK2B" 1 5737 0.536619586568141 0 0 0 8 5343 0.499766158451034 1785 0.166962865962024
"CSPG4" "CSPG4" 1 185 0.0173042746235151 0 0 0 0 0 0 7 0.000654756337105977
"CSPG5" "CSPG5" 2 2258 0.211205687026471 0 0 0 0 0 0 8 0.000748292956692545
"CSPP1" "CSPP1" 1 4339 0.405855392386119 0 0 0 0 0 0 1360 0.127209802637733
"CSRNP1" "CSRNP1" 1 5664 0.529791413338322 0 0 0 4 5478 0.51239360209522 1565 0.146384809652979
"CSRNP2" "CSRNP2" 1 4721 0.441586381068188 0 0 0 6 5925 0.554204471050416 256 0.0239453746141614
"CSRP1" "CSRP1" 1 3122 0.292021326349266 0 0 0 2 1902 0.177906650453653 599 0.0560284351323543
"CSRP2" "CSRP2" 1 681 0.0636984379384529 0 0 0 0 0 0 34 0.00318024506594332
"CST3" "CST3" 1 528 0.049387335141708 1 48 0.00448975774015527 7 1883 0.176129454681508 4075 0.381161724815265
"CST6" "CST6" 1 470 0.043962211205687 1 752 0.0703395379290992 0 0 0 0 0
"CST7" "CST7" 1 2616 0.244691796838462 0 0 0 6 2868 0.268263024974277 1164 0.108876625198765
"CSTA" "CSTA" 1 322 0.0301187915068749 0 0 0 27 3903 0.365073426246375 1497 0.140024319521093
"CSTB" "CSTB" 1 4710 0.440557478252736 0 0 0 5 5701 0.533252268263025 2662 0.248994481339444
"CSTF2" "CSTF2" 1 2800 0.261902534842391 0 0 0 0 0 0 215 0.0201103732111121
"CSTF2T" "CSTF2T" 1 4105 0.383967823402862 1 91 0.0085118323823777 0 0 0 290 0.0271256196801048
"CSTF3" "CSTF3" 1 3513 0.328594144607614 0 0 0 0 0 0 1095 0.102422598447292
"CTBP1" "CTBP1" 1 7867 0.735852586287532 0 0 0 9 7003 0.655036946964737 1822 0.170423720886727
"CTBP2" "CTBP2" 2 2127 0.19895238986063 0 0 0 28 2639 0.246843139088953 1962 0.183518847628847
"CTBS" "CTBS" 1 4509 0.421756617715836 0 0 0 0 0 0 876 0.0819380787578337
"CTC1" "CTC1" 1 4722 0.441679917687775 0 0 0 4 8522 0.797119072116734 894 0.0836217379103919
"CTCF" "CTCF" 1 8313 0.777569918623141 0 0 0 2 4970 0.464876999345244 1668 0.156019081470396
"CTDP1" "CTDP1" 1 8210 0.767935646805724 2 193 0.0180525675802077 5 6166 0.576746796370779 944 0.0882985688897203
"CTDSP1" "CTDSP1" 2 6105 0.571041062575999 0 0 0 19 8831 0.826021887568983 1622 0.151716396969414
"CTDSP2" "CTDSP2" 2 4147 0.387896361425498 1 190 0.0177719577214479 5 4701 0.439715648676457 1143 0.106912356187447
"CTDSPL" "CTDSPL" 1 1049 0.09811991394631 1 294 0.027499766158451 0 0 0 151 0.0141240295575718
"CTDSPL2" "CTDSPL2" 1 5351 0.500514451407726 0 0 0 4 5276 0.493499204938734 1802 0.168552988494996
"CTH" "CTH" 1 5256 0.491628472547002 1 75 0.00701524646899261 0 0 0 453 0.0423720886727154
"CTHRC1" "CTHRC1" 1 621 0.0580862407632588 0 0 0 0 0 0 19 0.00177719577214479
"CTIF" "CTIF" 3 3050 0.285286689739033 1 125 0.011692077448321 39 6347 0.593676924515948 615 0.0575250210457394
"CTLA4" "CTLA4" 2 1546 0.144607613880834 1 614 0.0574314844261528 43 5365 0.501823964081938 248 0.0231970816574689
"CTNNA1" "CTNNA1" 1 1761 0.164717987091946 0 0 0 0 0 0 1532 0.143298101206622
"CTNNA2" "CTNNA2" 1 43 0.00402207464222243 0 0 0 0 0 0 84 0.00785707604527172
"CTNNAL1" "CTNNAL1" 1 3775 0.353100738939295 0 0 0 2 974 0.0911046674773174 287 0.0268450098213451
"CTNNB1" "CTNNB1" 1 5542 0.518379945748761 0 0 0 0 0 0 4050 0.378823309325601
"CTNNBIP1" "CTNNBIP1" 2 8314 0.777663455242728 0 0 0 27 9099 0.851089701618184 652 0.0609858759704424
"CTNNBL1" "CTNNBL1" 1 4952 0.463193340192685 0 0 0 0 0 0 1932 0.18071274904125
"CTNND1" "CTNND1" 1 559 0.0522869703488916 0 0 0 6 4102 0.383687213544103 944 0.0882985688897203
"CTPS1" "CTPS1" 1 6966 0.651576092040034 0 0 0 4 6129 0.573285941446076 605 0.0565896548498737
"CTPS2" "CTPS2" 1 1109 0.103732111121504 0 0 0 0 0 0 380 0.0355439154428959
"CTR9" "CTR9" 1 3974 0.371714526237022 0 0 0 2 1783 0.166775792722851 1485 0.138901880086054
"CTSA" "CTSA" 2 1488 0.139182489944813 0 0 0 0 0 0 1745 0.163221401178561
"CTSB" "CTSB" 1 3184 0.297820596763633 1 262 0.0245065943316809 0 0 0 2492 0.233093256009728
"CTSC" "CTSC" 1 2776 0.259657655972313 0 0 0 1 465 0.0434945281077542 2269 0.212234589841923
"CTSD" "CTSD" 1 4620 0.432139182489945 0 0 0 2 3693 0.345430736133196 3415 0.31942755588813
"CTSF" "CTSF" 1 1826 0.170797867365073 0 0 0 2 6490 0.607052661116827 186 0.0173978112431017
"CTSG" "CTSG" 1 103 0.00963427181741652 0 0 0 1 900 0.0841829576279113 2 0.000187073239173136
"CTSH" "CTSH" 1 2598 0.243008137685904 0 0 0 2 1647 0.154054812459078 2077 0.194275558881302
"CTSL" "CTSL" 1 1555 0.145449443457113 0 0 0 28 3156 0.295201571415209 335 0.0313347675615003
"CTSO" "CTSO" 1 2192 0.205032270133757 0 0 0 0 0 0 596 0.0557478252735946
"CTSS" "CTSS" 1 1056 0.098774670283416 0 0 0 16 4965 0.464409316247311 5508 0.515199700682817
"CTSV" "CTSV" 1 1709 0.159854082873445 0 0 0 1 577 0.0539706295014498 14 0.00130951267421195
"CTSW" "CTSW" 1 934 0.0873632026938546 1 397 0.0371340379758676 8 9496 0.888223739594051 1747 0.163408474417735
"CTSZ" "CTSZ" 1 2378 0.222430081376859 0 0 0 0 0 0 1742 0.162940791319802
"CTTN" "CTTN" 1 1498 0.140117856140679 0 0 0 0 0 0 17 0.00159012253297166
"CTTNBP2" "CTTNBP2" 1 133 0.0124403704050136 1 48 0.00448975774015527 0 0 0 47 0.0043962211205687
"CTTNBP2NL" "CTTNBP2NL" 2 3373 0.315499017865494 0 0 0 0 0 0 143 0.0133757366008792
"CTU1" "CTU1" 1 6139 0.574221307641942 0 0 0 2 2691 0.251707043307455 421 0.0393789168459452
"CTXN1" "CTXN1" 1 2667 0.249462164437377 1 1819 0.170143111027967 3 3527 0.329903657281826 0 0
"CTXN2" "CTXN2" 1 782 0.0731456365166963 0 0 0 0 0 0 1 9.35366195865681e-05
"CUEDC1" "CUEDC1" 3 3804 0.355813300907305 0 0 0 34 4303 0.402488074081003 365 0.0341408661490974
"CUEDC2" "CUEDC2" 1 4343 0.406229538864465 0 0 0 7 6935 0.64867645683285 781 0.0730520998971097
"CUL1" "CUL1" 1 4437 0.415021981105603 0 0 0 6 4759 0.445140772612478 2387 0.223271910953138
"CUL2" "CUL2" 1 4519 0.422691983911701 1 559 0.0522869703488916 1 1165 0.108970161818352 1313 0.122813581517164
"CUL3" "CUL3" 1 6987 0.653540361051352 0 0 0 0 0 0 4166 0.389673557197643
"CUL4A" "CUL4A" 1 5288 0.494621644373772 0 0 0 4 3201 0.299410719296605 1892 0.176971284257787
"CUL4B" "CUL4B" 1 3293 0.308016088298569 0 0 0 1 1478 0.138247123748948 713 0.0666916097652231
"CUL5" "CUL5" 1 4324 0.404452343092321 0 0 0 0 0 0 2267 0.21204751660275
"CUL7" "CUL7" 1 3869 0.361893181180432 0 0 0 11 9013 0.843045552333739 170 0.0159012253297166
"CUL9" "CUL9" 2 4684 0.438125526143485 1 110 0.0102890281545225 14 6679 0.624731082218689 627 0.0586474604807782
"CUTA" "CUTA" 1 7502 0.701711720138434 0 0 0 16 9161 0.856888972032551 2635 0.246468992610607
"CUX1" "CUX1" 1 3697 0.345804882611542 0 0 0 0 0 0 4320 0.404078196613974
"CWC15" "CWC15" 1 4182 0.391170143111028 0 0 0 3 1723 0.161163595547657 1144 0.107005892807034
"CWC22" "CWC22" 1 3885 0.363389767093817 0 0 0 0 0 0 902 0.0843700308670845
"CWC25" "CWC25" 1 5704 0.533532878121785 0 0 0 3 5147 0.481432981012066 1674 0.156580301187915
"CWF19L1" "CWF19L1" 1 1951 0.182489944813394 0 0 0 0 0 0 1152 0.107754185763727
"CWF19L2" "CWF19L2" 1 3126 0.292395472827612 0 0 0 0 0 0 3328 0.311289869984099
"CX3CR1" "CX3CR1" 1 380 0.0355439154428959 0 0 0 3 2852 0.266766439060892 521 0.048732578804602
"CXADR" "CXADR" 1 1970 0.184267140585539 0 0 0 0 0 0 84 0.00785707604527172
"CXCL1" "CXCL1" 1 442 0.0413431858572631 1 124 0.0115985408287345 27 3093 0.289308764381255 37 0.00346085492470302
"CXCL10" "CXCL10" 1 306 0.0286222055934899 0 0 0 13 2796 0.261528388364045 10 0.000935366195865681
"CXCL14" "CXCL14" 1 226 0.0211392760265644 0 0 0 14 2975 0.27827144327004 1 9.35366195865681e-05
"CXCL2" "CXCL2" 1 1278 0.119539799831634 0 0 0 25 3235 0.302590964362548 598 0.0559348985127677
"CXCL3" "CXCL3" 1 525 0.0491067252829483 0 0 0 24 3160 0.295575717893555 247 0.0231035450378823
"CXCL5" "CXCL5" 1 110 0.0102890281545225 0 0 0 14 2835 0.265176316527921 1 9.35366195865681e-05
"CXCL6" "CXCL6" 1 243 0.0227293985595361 0 0 0 27 3093 0.289308764381255 2 0.000187073239173136
"CXCL8" "CXCL8" 1 921 0.0861472266392293 0 0 0 16 2632 0.246188382751847 1966 0.183892994107193
"CXCR1" "CXCR1" 1 694 0.0649144139930783 0 0 0 0 0 0 21 0.00196426901131793
"CXCR2" "CXCR2" 1 322 0.0301187915068749 0 0 0 24 4299 0.402113927602656 73 0.00682817322981947
"CXCR3" "CXCR3" 1 717 0.0670657562435694 1 378 0.0353568422037228 3 1985 0.185670189879338 347 0.0324572069965391
"CXCR4" "CXCR4" 2 5408 0.505846038724161 0 0 0 21 7963 0.744832101767842 5876 0.549621176690674
"CXCR5" "CXCR5" 1 750 0.0701524646899261 0 0 0 8 7877 0.736787952483397 337 0.0315218408006735
"CXCR6" "CXCR6" 1 455 0.0425591619118885 0 0 0 11 5743 0.537180806285661 75 0.00701524646899261
"CXorf38" "CXorf38" 1 3706 0.346646712187822 0 0 0 0 0 0 833 0.0779160041156113
"CXorf58" "CXorf58" 1 4671 0.43690955008886 0 0 0 1 4426 0.413993078290151 72 0.00673463661023291
"CXorf65" "CXorf65" 1 301 0.028154522495557 1 284 0.0265643999625854 0 0 0 165 0.0154335422317837
"CXXC1" "CXXC1" 1 6881 0.643625479375175 0 0 0 0 0 0 661 0.0618277055467215
"CXXC4" "CXXC4" 2 1019 0.0953138153587129 0 0 0 0 0 0 10 0.000935366195865681
"CXXC5" "CXXC5" 2 2122 0.198484706762698 0 0 0 18 7408 0.692919277897297 674 0.0630436816013469
"CYB561" "CYB561" 2 4078 0.381442334674025 0 0 0 1 961 0.089888691422692 444 0.0415302590964363
"CYB561A3" "CYB561A3" 2 5965 0.557945935833879 0 0 0 24 7769 0.726685997568048 928 0.0868019829763352
"CYB561D1" "CYB561D1" 1 3957 0.37012440370405 0 0 0 7 5294 0.495182864091292 431 0.0403142830418109
"CYB5A" "CYB5A" 1 5837 0.545973248526798 0 0 0 4 3523 0.32952951080348 431 0.0403142830418109
"CYB5B" "CYB5B" 2 5376 0.50285286689739 1 283 0.0264708633429988 0 0 0 985 0.0921335702927696
"CYB5D1" "CYB5D1" 1 6863 0.641941820222617 0 0 0 13 10153 0.949677298662426 79 0.00738939294733888
"CYB5D2" "CYB5D2" 1 4541 0.424749789542606 0 0 0 9 5920 0.553736787952483 752 0.0703395379290992
"CYB5R1" "CYB5R1" 1 4759 0.445140772612478 0 0 0 0 0 0 657 0.0614535590683753
"CYB5R3" "CYB5R3" 1 5256 0.491628472547002 1 498 0.0465812365541109 4 4660 0.435880647273408 1105 0.103357964643158
"CYB5R4" "CYB5R4" 1 3587 0.33551585445702 0 0 0 0 0 0 1936 0.181086895519596
"CYB5RL" "CYB5RL" 1 3576 0.334486951641568 0 0 0 4 3776 0.353194275558881 102 0.00954073519782995
"CYBA" "CYBA" 1 3841 0.359274155832008 0 0 0 3 4024 0.37639135721635 7458 0.697596108876625
"CYBB" "CYBB" 1 167 0.0156206154709569 0 0 0 4 1843 0.172387989898045 2551 0.238611916565335
"CYBC1" "CYBC1" 2 6459 0.604153025909644 0 0 0 22 9509 0.889439715648676 1774 0.165933963146572
"CYBRD1" "CYBRD1" 1 448 0.0419044055747825 0 0 0 1 250 0.023384154896642 320 0.0299317182677018
"CYC1" "CYC1" 1 6396 0.59826021887569 1 971 0.0908240576185577 4 6266 0.586100458329436 1359 0.127116266018146
"CYCS" "CYCS" 1 7421 0.694135253951922 0 0 0 2 1589 0.148629688523057 2475 0.231503133476756
"CYFIP1" "CYFIP1" 1 692 0.0647273407539052 0 0 0 1 380 0.0355439154428959 838 0.0783836872135441
"CYFIP2" "CYFIP2" 2 4830 0.451781872603124 1 137 0.0128145168833598 27 7685 0.718828921522776 3822 0.357496960059863
"CYGB" "CYGB" 1 4550 0.425591619118885 0 0 0 4 7089 0.663081096249182 9 0.000841829576279113
