"gene" "num_prom" "active_prom_num" "active_prom_perc" "num_ex" "active_ex_num" "active_ex_perc" "num_enh" "active_enh_num" "active_enh_perc" "expr_num" "expr_perc"
"PFN4" "PFN4" 1 2333 0.218220933495463 0 0 0 1 832 0.0778224674960247 15 0.00140304929379852
"PGAM1" "PGAM1" 1 6642 0.621270227293986 0 0 0 3 2693 0.251894116546628 2242 0.209709101113086
"PGAM5" "PGAM5" 1 5525 0.516789823215789 0 0 0 13 8076 0.755401739781124 231 0.0216069591244972
"PGAP1" "PGAP1" 1 3201 0.299410719296605 0 0 0 2 3065 0.286689739032831 450 0.0420914788139557
"PGAP2" "PGAP2" 1 1579 0.147694322327191 0 0 0 2 2328 0.217753250397531 424 0.0396595267047049
"PGAP3" "PGAP3" 1 3073 0.287438031989524 0 0 0 15 9709 0.90814703956599 285 0.0266579365821719
"PGAP6" "PGAP6" 1 4636 0.43363576840333 0 0 0 6 6409 0.599476194930315 0 0
"PGBD1" "PGBD1" 1 596 0.0557478252735946 0 0 0 0 0 0 76 0.00710878308857918
"PGBD2" "PGBD2" 2 7588 0.709755869422879 1 75 0.00701524646899261 5 3265 0.305397062950145 170 0.0159012253297166
"PGBD5" "PGBD5" 1 627 0.0586474604807782 0 0 0 0 0 0 18 0.00168365915255823
"PGD" "PGD" 1 6167 0.576840332990366 1 455 0.0425591619118885 5 6499 0.607894490693106 1509 0.141146758956131
"PGF" "PGF" 1 1032 0.0965297914133383 0 0 0 0 0 0 23 0.00215134225049107
"PGGHG" "PGGHG" 1 3223 0.301468524927509 0 0 0 11 8815 0.824525301655598 1508 0.141053222336545
"PGGT1B" "PGGT1B" 1 1460 0.136563464596389 0 0 0 0 0 0 980 0.0916658871948368
"PGK1" "PGK1" 1 4949 0.462912730333926 0 0 0 0 0 0 4498 0.420727714900384
"PGLS" "PGLS" 1 5702 0.533345804882612 0 0 0 9 8232 0.769993452436629 1873 0.175194088485642
"PGLYRP1" "PGLYRP1" 1 244 0.0228229351791226 0 0 0 0 0 0 29 0.00271256196801048
"PGLYRP2" "PGLYRP2" 1 213 0.019923299971939 1 91 0.0085118323823777 0 0 0 72 0.00673463661023291
"PGM1" "PGM1" 1 3229 0.302029744645029 0 0 0 1 612 0.0572444111869797 629 0.0588345337199514
"PGM2" "PGM2" 1 3663 0.342624637545599 0 0 0 6 6018 0.562903376671967 468 0.0437751379665139
"PGM2L1" "PGM2L1" 1 5299 0.495650547189225 0 0 0 6 3629 0.339444392479656 649 0.0607052661116827
"PGM5" "PGM5" 1 315 0.029464035169769 0 0 0 5 1331 0.124497240669722 78 0.00729585632775231
"PGP" "PGP" 1 7486 0.700215134225049 0 0 0 4 7437 0.695631839865307 975 0.0911982040969039
"PGPEP1" "PGPEP1" 1 1522 0.142362735010757 0 0 0 9 9687 0.906089233935086 524 0.0490131886633617
"PGRMC1" "PGRMC1" 1 3048 0.28509961649986 0 0 0 0 0 0 330 0.0308670844635675
"PGRMC2" "PGRMC2" 2 7969 0.745393321485362 0 0 0 0 0 0 918 0.0858666167804696
"PGS1" "PGS1" 1 3388 0.316902067159293 0 0 0 1 4373 0.409035637452063 1341 0.125432606865588
"PHACTR2" "PHACTR2" 2 3033 0.283696567206061 0 0 0 0 0 0 3875 0.362454400897952
"PHACTR4" "PHACTR4" 2 3201 0.299410719296605 0 0 0 32 6197 0.579646431577963 2230 0.208586661678047
"PHAF1" "PHAF1" 1 4865 0.455055654288654 0 0 0 7 5684 0.531662145730053 0 0
"PHAX" "PHAX" 1 2431 0.227387522214947 0 0 0 2 1386 0.129641754746983 669 0.0625759985034141
"PHB1" "PHB1" 2 5027 0.470208586661678 0 0 0 9 9055 0.846974090356374 0 0
"PHB2" "PHB2" 2 6233 0.583013749883079 0 0 0 11 9351 0.874660929753999 1919 0.179496772986624
"PHC1" "PHC1" 1 2932 0.274249368627818 0 0 0 6 3993 0.373491722009167 365 0.0341408661490974
"PHC2" "PHC2" 2 6976 0.652511458235899 0 0 0 3 6943 0.649424749789543 1144 0.107005892807034
"PHC3" "PHC3" 1 4194 0.392292582546067 0 0 0 0 0 0 2763 0.258441679917688
"PHETA1" "PHETA1" 1 2345 0.219343372930502 1 112 0.0104761013936956 0 0 0 124 0.0115985408287345
"PHETA2" "PHETA2" 1 1690 0.1580768871013 0 0 0 0 0 0 33 0.00308670844635675
"PHF1" "PHF1" 1 7962 0.744738565148256 0 0 0 14 9132 0.85417641006454 1704 0.159386399775512
"PHF11" "PHF11" 1 3918 0.366476475540174 0 0 0 1 994 0.0929753998690487 1496 0.139930782901506
"PHF12" "PHF12" 2 8358 0.781779066504537 0 0 0 2 4929 0.461041997942194 1395 0.130483584323263
"PHF13" "PHF13" 2 7231 0.676363296230474 0 0 0 23 5729 0.535871293611449 98 0.00916658871948368
"PHF14" "PHF14" 1 4771 0.446263212047517 0 0 0 0 0 0 2867 0.268169488354691
"PHF19" "PHF19" 2 7787 0.728369656720606 1 3387 0.316808530539706 15 5202 0.486577495089327 714 0.0667851463848096
"PHF2" "PHF2" 1 3152 0.294827424936863 1 98 0.00916658871948368 1 6171 0.577214479468712 713 0.0666916097652231
"PHF20" "PHF20" 1 8030 0.751099055280142 0 0 0 2 4029 0.376859040314283 4130 0.386306238892526
"PHF20L1" "PHF20L1" 1 6586 0.616032176597138 0 0 0 6 3999 0.374052941726686 2761 0.258254606678515
"PHF21A" "PHF21A" 1 5435 0.508371527452998 1 1808 0.169114208212515 5 6272 0.586661678046955 3469 0.324478533345805
"PHF21B" "PHF21B" 1 87 0.00813768590403143 0 0 0 0 0 0 20 0.00187073239173136
"PHF23" "PHF23" 1 5833 0.545599102048452 1 2899 0.271162660181461 6 9162 0.856982508652137 327 0.0305864746048078
"PHF24" "PHF24" 1 800 0.0748292956692545 0 0 0 0 0 0 1 9.35366195865681e-05
"PHF3" "PHF3" 1 6029 0.563932279487419 0 0 0 1 803 0.0751099055280142 3062 0.286409129174072
"PHF5A" "PHF5A" 1 6873 0.642877186418483 0 0 0 3 8085 0.756243569357403 672 0.0628566083621738
"PHF6" "PHF6" 1 3789 0.354410251613507 0 0 0 1 473 0.0442428210644467 717 0.0670657562435694
"PHF8" "PHF8" 1 5326 0.498176035918062 1 549 0.0513516041530259 0 0 0 885 0.0827799083341128
"PHGDH" "PHGDH" 1 398 0.0372275745954541 1 245 0.0229164717987092 0 0 0 89 0.00832475914320456
"PHIP" "PHIP" 1 5223 0.488541764100645 1 3652 0.341595734730147 0 0 0 4422 0.413618931811804
"PHKA1" "PHKA1" 1 90 0.00841829576279113 0 0 0 0 0 0 21 0.00196426901131793
"PHKA2" "PHKA2" 1 4186 0.391544289589374 0 0 0 0 0 0 819 0.0766064914413993
"PHKG2" "PHKG2" 1 5768 0.539519221775325 1 174 0.0162753718080629 7 8906 0.833037134037976 783 0.0732391731362829
"PHLDA1" "PHLDA1" 2 4256 0.398091852960434 0 0 0 4 2518 0.235525208118979 327 0.0305864746048078
"PHLDA2" "PHLDA2" 1 2217 0.207370685623422 0 0 0 12 4443 0.415583200823122 102 0.00954073519782995
"PHLDA3" "PHLDA3" 1 355 0.0332054999532317 0 0 0 0 0 0 8 0.000748292956692545
"PHLDB2" "PHLDB2" 1 1231 0.115143578711065 0 0 0 4 3452 0.322888410812833 224 0.0209522027873913
"PHLPP1" "PHLPP1" 1 5677 0.531007389392947 0 0 0 0 0 0 1339 0.125245533626415
"PHLPP2" "PHLPP2" 1 4654 0.435319427555888 0 0 0 2 817 0.0764194182022262 547 0.0511645309138528
"PHOSPHO1" "PHOSPHO1" 1 3499 0.327284631933402 0 0 0 5 7497 0.701244037040501 24 0.00224487887007764
"PHOX2A" "PHOX2A" 1 300 0.0280609858759704 0 0 0 0 0 0 6 0.000561219717519409
"PHPT1" "PHPT1" 1 5983 0.559629594986437 0 0 0 12 9195 0.860069217098494 1066 0.0997100364792816
"PHRF1" "PHRF1" 1 7600 0.710878308857918 0 0 0 14 8863 0.829015059395753 886 0.0828734449536994
"PHTF1" "PHTF1" 1 3230 0.302123281264615 1 351 0.0328313534748854 7 2332 0.218127396875877 1001 0.0936301562061547
"PHYH" "PHYH" 1 4233 0.395940510709943 0 0 0 3 1201 0.112337480123468 614 0.0574314844261528
"PHYHD1" "PHYHD1" 1 450 0.0420914788139557 0 0 0 0 0 0 70 0.00654756337105977
"PHYKPL" "PHYKPL" 1 3815 0.356842203722757 0 0 0 5 3905 0.365260499485549 2587 0.241979234870452
"PI16" "PI16" 2 698 0.0652885604714246 0 0 0 2 966 0.0903563745206248 286 0.0267514732017585
"PI4K2A" "PI4K2A" 1 6537 0.611448882237396 0 0 0 5 3369 0.315124871387148 888 0.0830605181928725
"PI4K2B" "PI4K2B" 1 4781 0.447198578243382 0 0 0 0 0 0 1046 0.0978393040875503
"PI4KA" "PI4KA" 1 7381 0.69039378916846 3 381 0.0356374520624825 9 5611 0.524833972500234 2930 0.274062295388645
"PI4KB" "PI4KB" 1 4429 0.41427368814891 1 214 0.0200168365915256 2 1686 0.157702740622954 1043 0.0975586942287906
"PIANP" "PIANP" 1 1740 0.162753718080629 0 0 0 15 9626 0.900383500140305 12 0.00112243943503882
"PIAS1" "PIAS1" 1 5521 0.516415676737443 0 0 0 1 614 0.0574314844261528 4949 0.462912730333926
"PIAS3" "PIAS3" 1 4144 0.387615751566738 0 0 0 7 6618 0.619025348423908 250 0.023384154896642
"PIAS4" "PIAS4" 1 7026 0.657188289215228 0 0 0 16 9227 0.863062388925264 607 0.0567767280890469
"PICALM" "PICALM" 1 7007 0.655411093443083 1 142 0.0132821999812927 4 4532 0.423907959966327 5278 0.493686278177907
"PICK1" "PICK1" 1 3062 0.286409129174072 0 0 0 2 2724 0.254793751753812 305 0.0285286689739033
"PID1" "PID1" 1 477 0.044616967542793 0 0 0 20 2767 0.258815826396034 1589 0.148629688523057
"PIDD1" "PIDD1" 2 8022 0.75035076232345 0 0 0 8 5471 0.511738845758114 372 0.0347956224862033
"PIEZO1" "PIEZO1" 1 3539 0.331026096716865 1 355 0.0332054999532317 9 7140 0.667851463848097 1563 0.146197736413806
"PIEZO2" "PIEZO2" 1 142 0.0132821999812927 2 487 0.0455523337386587 0 0 0 53 0.00495744083808811
"PIF1" "PIF1" 1 4053 0.379103919184361 1 1497 0.140024319521093 5 7861 0.735291366570012 40 0.00374146478346273
"PIFO" "PIFO" 1 3153 0.294920961556449 0 0 0 15 7890 0.738003928538023 8 0.000748292956692545
"PIGA" "PIGA" 1 4543 0.424936862781779 0 0 0 0 0 0 801 0.0749228322888411
"PIGB" "PIGB" 1 3181 0.297539986904873 1 226 0.0211392760265644 0 0 0 774 0.0723973435600037
"PIGC" "PIGC" 1 2766 0.258722289776447 0 0 0 13 5747 0.537554952764007 612 0.0572444111869797
"PIGF" "PIGF" 1 5490 0.513516041530259 0 0 0 4 2586 0.241885698250865 666 0.0622953886446544
"PIGH" "PIGH" 1 4976 0.465438219062763 0 0 0 1 2260 0.211392760265644 641 0.0599569731549902
"PIGK" "PIGK" 1 2005 0.187540922271069 0 0 0 0 0 0 750 0.0701524646899261
"PIGL" "PIGL" 1 2032 0.190066410999906 0 0 0 1 1503 0.140585539238612 1164 0.108876625198765
"PIGM" "PIGM" 1 2909 0.272098026377327 0 0 0 5 3698 0.345898419231129 237 0.0221681788420167
"PIGN" "PIGN" 1 6318 0.590964362547937 1 197 0.0184267140585539 1 689 0.0644467308951455 998 0.093349546347395
"PIGO" "PIGO" 1 4168 0.389860630436816 0 0 0 0 0 0 218 0.0203909830698719
"PIGP" "PIGP" 1 7056 0.659994387802825 0 0 0 2 960 0.0897951548031054 279 0.0260967168646525
"PIGQ" "PIGQ" 1 3605 0.337199513609578 0 0 0 6 4999 0.467589561313254 317 0.0296511084089421
"PIGS" "PIGS" 1 4763 0.445514919090824 0 0 0 2 1849 0.172949209615564 535 0.050042091478814
"PIGT" "PIGT" 1 4161 0.38920587409971 0 0 0 4 4417 0.413151248713871 801 0.0749228322888411
"PIGU" "PIGU" 1 6131 0.573473014685249 0 0 0 3 4931 0.461229071181368 711 0.0665045365260499
"PIGV" "PIGV" 1 5097 0.476756150032738 0 0 0 11 9589 0.896922645215602 163 0.0152464689926106
"PIGZ" "PIGZ" 1 1686 0.157702740622954 0 0 0 0 0 0 82 0.00767000280609859
"PIH1D1" "PIH1D1" 1 4246 0.397156486764568 0 0 0 16 8902 0.83266298755963 1295 0.121129922364606
"PIH1D2" "PIH1D2" 1 2722 0.254606678514638 0 0 0 0 0 0 6 0.000561219717519409
"PIK3AP1" "PIK3AP1" 2 2029 0.189785801141147 0 0 0 18 4202 0.393040875502759 1482 0.138621270227294
"PIK3C2A" "PIK3C2A" 1 4524 0.423159667009634 0 0 0 1 1472 0.137685904031428 2005 0.187540922271069
"PIK3C2B" "PIK3C2B" 1 3256 0.304555233373866 0 0 0 8 6934 0.648582920213263 373 0.0348891591057899
"PIK3C3" "PIK3C3" 1 3943 0.368814891029838 0 0 0 0 0 0 1725 0.16135066878683
"PIK3CA" "PIK3CA" 1 5592 0.523056776728089 0 0 0 2 1533 0.143391637826209 2160 0.202039098306987
"PIK3CB" "PIK3CB" 1 4449 0.416144420540642 1 178 0.0166495182864091 2 2026 0.189505191282387 2096 0.196052754653447
"PIK3CD" "PIK3CD" 3 4612 0.431390889533252 0 0 0 0 0 0 3540 0.331119633336451
"PIK3CG" "PIK3CG" 1 1908 0.178467870171172 0 0 0 0 0 0 928 0.0868019829763352
"PIK3IP1" "PIK3IP1" 1 2170 0.202974464502853 1 6069 0.567673744270882 8 6123 0.572724721728557 3440 0.321765971377794
"PIK3R1" "PIK3R1" 2 6547 0.612384248433262 0 0 0 8 4368 0.40856795435413 3430 0.320830605181929
"PIK3R2" "PIK3R2" 1 7767 0.726498924328875 0 0 0 15 10095 0.944252174726405 298 0.0278739126367973
"PIK3R3" "PIK3R3" 1 4062 0.37994574876064 0 0 0 4 1768 0.165372743429052 117 0.0109437844916285
"PIK3R4" "PIK3R4" 1 3636 0.340099148816762 2 184 0.0172107380039285 0 0 0 791 0.0739874660929754
"PIK3R5" "PIK3R5" 1 4271 0.399494902254233 1 129 0.0120662239266673 1 3682 0.344401833317744 4930 0.461135534561781
"PIK3R6" "PIK3R6" 1 526 0.0492002619025348 1 150 0.0140304929379852 8 3626 0.339163782620896 328 0.0306800112243944
"PIKFYVE" "PIKFYVE" 1 4292 0.40145917126555 0 0 0 0 0 0 1926 0.18015152932373
"PILRA" "PILRA" 2 2234 0.208960808156393 0 0 0 23 4588 0.429146010663175 2123 0.198578243382284
"PIM1" "PIM1" 1 7250 0.678140492002619 0 0 0 11 7577 0.708726966607427 1512 0.141427368814891
"PIM2" "PIM2" 1 3983 0.372556355813301 1 3100 0.289963520718361 6 8194 0.766439060892339 1589 0.148629688523057
"PIM3" "PIM3" 2 7898 0.738752221494715 0 0 0 6 7909 0.739781124310167 1518 0.14198858853241
"PIMREG" "PIMREG" 1 4468 0.417921616312786 0 0 0 0 0 0 9 0.000841829576279113
"PIN1" "PIN1" 1 7237 0.676924515947994 0 0 0 11 6075 0.568234963988401 1188 0.111121504068843
"PIN4" "PIN4" 1 3030 0.283415957347301 0 0 0 0 0 0 799 0.0747357590496679
"PINK1" "PINK1" 1 3151 0.294733888317276 0 0 0 0 0 0 407 0.0380694041717332
"PINLYP" "PINLYP" 1 970 0.0907305209989711 0 0 0 0 0 0 80 0.00748292956692545
"PINX1" "PINX1" 1 5416 0.506594331680853 0 0 0 3 4206 0.393415021981106 762 0.0712749041249649
"PIP4K2A" "PIP4K2A" 1 4659 0.435787110653821 1 826 0.0772612477785053 16 8014 0.749602469366757 5448 0.509587503507623
"PIP4K2B" "PIP4K2B" 1 5952 0.556729959779254 0 0 0 3 5147 0.481432981012066 372 0.0347956224862033
"PIP4K2C" "PIP4K2C" 1 3109 0.29080535029464 0 0 0 9 6488 0.606865587877654 299 0.0279674492563839
"PIP4P1" "PIP4P1" 1 8002 0.748480029931718 0 0 0 4 5898 0.551678982321579 872 0.0815639322794874
"PIP4P2" "PIP4P2" 1 1381 0.129174071649051 0 0 0 0 0 0 377 0.0352633055841362
"PIP5K1A" "PIP5K1A" 1 5135 0.480310541577027 0 0 0 0 0 0 951 0.0889533252268263
"PIP5K1B" "PIP5K1B" 1 943 0.0882050322701338 0 0 0 10 2195 0.205312879992517 791 0.0739874660929754
"PIP5K1C" "PIP5K1C" 1 4991 0.466841268356562 0 0 0 14 8801 0.823215788981386 651 0.0608923393508559
"PIP5KL1" "PIP5KL1" 2 4059 0.37966513890188 0 0 0 27 8624 0.806659807314564 31 0.00289963520718361
"PIPOX" "PIPOX" 1 784 0.0733327097558694 0 0 0 22 5352 0.500607988027313 232 0.0217004957440838
"PIR" "PIR" 1 417 0.0390047703675989 0 0 0 0 0 0 14 0.00130951267421195
"PISD" "PISD" 2 6792 0.635300720231971 0 0 0 19 6388 0.597511925918997 1288 0.1204751660275
"PITHD1" "PITHD1" 1 4216 0.394350388176971 0 0 0 9 7156 0.669348049761482 1560 0.145917126555046
"PITPNA" "PITPNA" 1 5890 0.550930689364886 0 0 0 9 7217 0.675053783556262 2054 0.192124216630811
"PITPNB" "PITPNB" 1 6838 0.639603404732953 0 0 0 0 0 0 2012 0.188195678608175
"PITPNC1" "PITPNC1" 1 4517 0.422504910672528 1 3260 0.304929379852212 14 7312 0.683939762416986 5644 0.527920680946591
"PITPNM1" "PITPNM1" 2 3843 0.359461229071181 0 0 0 9 9356 0.875128612851932 749 0.0700589280703395
"PITPNM2" "PITPNM2" 1 3304 0.309044991114021 1 243 0.0227293985595361 15 7688 0.719109531381536 798 0.0746422224300814
"PITPNM3" "PITPNM3" 1 198 0.0185202506781405 0 0 0 0 0 0 34 0.00318024506594332
"PITRM1" "PITRM1" 1 7603 0.711158918716678 0 0 0 0 0 0 677 0.0633242914601066
"PITX1" "PITX1" 1 190 0.0177719577214479 0 0 0 0 0 0 5 0.000467683097932841
"PITX2" "PITX2" 1 115 0.0107567112524553 0 0 0 0 0 0 0 0
"PITX3" "PITX3" 1 3070 0.287157422130764 0 0 0 4 6220 0.581797773828454 3 0.000280609858759704
"PJA1" "PJA1" 1 1032 0.0965297914133383 0 0 0 0 0 0 196 0.0183331774389674
"PJA2" "PJA2" 1 6978 0.652698531475073 0 0 0 0 0 0 2432 0.227481058834534
"PKD1" "PKD1" 1 4326 0.404639416331494 2 216 0.0202039098306987 5 7636 0.714245627163034 699 0.0653820970910111
"PKD2" "PKD2" 1 1926 0.18015152932373 0 0 0 1 936 0.0875502759330278 715 0.0668786830043962
"PKD2L2" "PKD2L2" 1 2322 0.217192030680011 0 0 0 0 0 0 431 0.0403142830418109
"PKDCC" "PKDCC" 1 486 0.0454587971190721 0 0 0 6 8020 0.750163689084276 2 0.000187073239173136
"PKDREJ" "PKDREJ" 1 852 0.0796931998877561 1 145 0.0135628098400524 6 2154 0.201477878589468 2 0.000187073239173136
"PKIA" "PKIA" 1 2088 0.195304461696754 0 0 0 2 686 0.0641661210363857 589 0.0550930689364886
"PKIB" "PKIB" 2 453 0.0423720886727154 1 497 0.0464876999345244 0 0 0 80 0.00748292956692545
"PKIG" "PKIG" 1 2707 0.25320362922084 0 0 0 0 0 0 335 0.0313347675615003
"PKM" "PKM" 2 5350 0.50042091478814 1 2195 0.205312879992517 7 3806 0.356000374146478 3852 0.36030305864746
"PKMYT1" "PKMYT1" 1 5277 0.49359274155832 0 0 0 17 9639 0.90159947619493 10 0.000935366195865681
"PKN1" "PKN1" 2 3484 0.325881582639603 0 0 0 10 8644 0.808530539706295 2057 0.192404826489571
"PKN2" "PKN2" 1 6414 0.599943878028248 0 0 0 0 0 0 4045 0.378355626227668
"PKN3" "PKN3" 1 2654 0.248246188382752 0 0 0 5 5070 0.4742306613039 67 0.00626695351230007
"PKNOX1" "PKNOX1" 1 8587 0.803198952389861 0 0 0 1 714 0.0667851463848096 742 0.0694041717332336
"PKNOX2" "PKNOX2" 1 732 0.0684688055373679 0 0 0 2 1975 0.184734823683472 23 0.00215134225049107
"PKP1" "PKP1" 1 56 0.00523805069684782 0 0 0 0 0 0 0 0
"PKP2" "PKP2" 1 343 0.0320830605181929 0 0 0 1 645 0.0603311196333364 40 0.00374146478346273
"PLA2G12A" "PLA2G12A" 1 4572 0.42764942474979 0 0 0 1 1536 0.143672247684969 389 0.036385745019175
"PLA2G15" "PLA2G15" 1 5366 0.501917500701525 0 0 0 21 7767 0.726498924328875 185 0.0173042746235151
"PLA2G1B" "PLA2G1B" 1 1339 0.125245533626415 0 0 0 9 9349 0.874473856514826 5 0.000467683097932841
"PLA2G2C" "PLA2G2C" 1 178 0.0166495182864091 0 0 0 0 0 0 28 0.00261902534842391
"PLA2G2D" "PLA2G2D" 1 83 0.00776353942568516 0 0 0 0 0 0 5 0.000467683097932841
"PLA2G4A" "PLA2G4A" 1 488 0.0456458703582453 0 0 0 24 2801 0.261996071461977 707 0.0661303900477037
"PLA2G4C" "PLA2G4C" 1 1400 0.130951267421195 0 0 0 0 0 0 36 0.00336731830511645
"PLA2G6" "PLA2G6" 1 5247 0.490786642970723 0 0 0 2 1351 0.126367973061454 764 0.0714619773641381
"PLA2G7" "PLA2G7" 1 467 0.0436816013469273 1 120 0.0112243943503882 6 2088 0.195304461696754 241 0.0225423253203629
"PLA2R1" "PLA2R1" 1 115 0.0107567112524553 1 75 0.00701524646899261 0 0 0 16 0.00149658591338509
"PLAAT1" "PLAAT1" 1 38 0.00355439154428959 0 0 0 0 0 0 2 0.000187073239173136
"PLAAT3" "PLAAT3" 1 1397 0.130670657562436 0 0 0 0 0 0 602 0.056309044991114
"PLAAT4" "PLAAT4" 1 1127 0.105415770274062 0 0 0 0 0 0 2405 0.224955570105696
"PLAAT5" "PLAAT5" 1 451 0.0421850154335422 1 72 0.00673463661023291 0 0 0 3 0.000280609858759704
"PLAC1" "PLAC1" 1 109 0.0101954915349359 0 0 0 0 0 0 18 0.00168365915255823
"PLAC8" "PLAC8" 1 1228 0.114862968852306 0 0 0 4 5188 0.485267982415116 3046 0.284912543260687
"PLAC9" "PLAC9" 1 100 0.00935366195865681 0 0 0 0 0 0 65 0.00607988027312693
"PLAG1" "PLAG1" 1 7713 0.7214479468712 1 64 0.00598634365354036 0 0 0 311 0.0290898886914227
"PLAGL1" "PLAGL1" 3 5862 0.548311664016462 2 717 0.0670657562435694 22 7758 0.725657094752596 1394 0.130390047703676
"PLAGL2" "PLAGL2" 1 4931 0.461229071181368 0 0 0 7 5244 0.490506033111963 357 0.0333925731924048
"PLAT" "PLAT" 1 213 0.019923299971939 0 0 0 14 3754 0.351136469927977 63 0.00589280703395379
"PLAU" "PLAU" 2 2522 0.235899354597325 1 386 0.0361051351604153 27 5002 0.467870171172014 15 0.00140304929379852
"PLAUR" "PLAUR" 1 2308 0.215882518005799 1 6570 0.614535590683753 22 5848 0.54700215134225 2541 0.23767655036947
"PLBD1" "PLBD1" 1 805 0.0752969787671874 0 0 0 16 3756 0.35132354316715 1479 0.138340660368534
"PLBD2" "PLBD2" 1 5752 0.53802263586194 0 0 0 7 4018 0.375830137498831 456 0.0426526985314751
"PLCB1" "PLCB1" 1 2312 0.216256664484146 1 164 0.0153400056121972 3 785 0.073426246375456 3920 0.366663548779347
"PLCB2" "PLCB2" 1 2419 0.226265082779908 0 0 0 2 2390 0.223552520811898 1417 0.132541389954167
"PLCB3" "PLCB3" 1 4042 0.378075016368908 0 0 0 2 4494 0.420353568422037 156 0.0145917126555046
"PLCB4" "PLCB4" 1 33 0.00308670844635675 2 292 0.0273126929192779 0 0 0 28 0.00261902534842391
"PLCD1" "PLCD1" 2 7598 0.710691235618745 0 0 0 2 3529 0.330090730520999 379 0.0354503788233093
"PLCD3" "PLCD3" 1 3772 0.352820129080535 1 229 0.0214198858853241 6 6809 0.636890842764942 35 0.00327378168552988
"PLCG1" "PLCG1" 1 5230 0.489196520437751 0 0 0 8 4236 0.396221120568703 924 0.086427836497989
"PLCG2" "PLCG2" 1 2766 0.258722289776447 1 129 0.0120662239266673 33 5956 0.5571041062576 6332 0.592273875222149
"PLCH1" "PLCH1" 1 576 0.0538770928818633 0 0 0 0 0 0 42 0.00392853802263586
"PLCH2" "PLCH2" 3 6925 0.647741090636984 1 491 0.045926480217005 20 10199 0.953979983163408 196 0.0183331774389674
"PLCL1" "PLCL1" 1 2864 0.267888878495931 0 0 0 6 2147 0.200823122252362 2725 0.254887288373398
"PLCL2" "PLCL2" 2 3682 0.344401833317744 0 0 0 7 3391 0.317182677018053 5297 0.495463473950051
"PLCXD1" "PLCXD1" 2 1617 0.151248713871481 0 0 0 0 0 0 497 0.0464876999345244
"PLCXD2" "PLCXD2" 1 4334 0.405387709288186 0 0 0 8 5555 0.519595921803386 322 0.0301187915068749
"PLD1" "PLD1" 1 1317 0.12318772799551 0 0 0 51 4523 0.423066130390048 634 0.0593022168178842
"PLD4" "PLD4" 1 377 0.0352633055841362 2 2658 0.248620334861098 7 3429 0.320737068562342 489 0.0457394069778318
"PLD6" "PLD6" 1 4138 0.387054531849219 0 0 0 12 5586 0.52249555701057 80 0.00748292956692545
"PLEC" "PLEC" 5 7973 0.745767467963708 2 5864 0.548498737255636 15 7266 0.679637077916004 1980 0.185202506781405
"PLEK" "PLEK" 1 1270 0.118791506874942 0 0 0 34 5830 0.545318492189692 2826 0.264334486951642
"PLEK2" "PLEK2" 1 601 0.0562155083715275 0 0 0 0 0 0 15 0.00140304929379852
"PLEKHA1" "PLEKHA1" 1 5781 0.54073519782995 1 196 0.0183331774389674 3 1103 0.103170891403985 1223 0.114395285754373
"PLEKHA2" "PLEKHA2" 1 4599 0.430174913478627 0 0 0 4 6123 0.572724721728557 2503 0.23412215882518
"PLEKHA3" "PLEKHA3" 1 3857 0.360770741745393 0 0 0 1 740 0.0692170984940604 818 0.0765129548218127
"PLEKHA5" "PLEKHA5" 1 1132 0.105883453371995 0 0 0 1 438 0.0409690393789168 664 0.0621083154054812
"PLEKHA6" "PLEKHA6" 1 1167 0.109157235057525 0 0 0 0 0 0 48 0.00448975774015527
"PLEKHA7" "PLEKHA7" 1 451 0.0421850154335422 1 182 0.0170236647647554 0 0 0 609 0.05696380132822
"PLEKHA8" "PLEKHA8" 1 3648 0.341221588251801 0 0 0 0 0 0 427 0.0399401365634646
"PLEKHB1" "PLEKHB1" 1 2833 0.264989243288748 0 0 0 4 7367 0.689084276494248 264 0.024693667570854
"PLEKHB2" "PLEKHB2" 1 4431 0.414460761388083 0 0 0 2 4216 0.394350388176971 1959 0.183238237770087
"PLEKHF1" "PLEKHF1" 1 4236 0.396221120568703 0 0 0 16 9005 0.842297259377046 322 0.0301187915068749
"PLEKHF2" "PLEKHF2" 1 5791 0.541670564025816 0 0 0 3 1561 0.146010663174633 569 0.0532223365447573
"PLEKHG1" "PLEKHG1" 3 2236 0.209147881395566 0 0 0 38 1853 0.173323356093911 569 0.0532223365447573
"PLEKHG2" "PLEKHG2" 1 7557 0.706856234215695 0 0 0 5 8105 0.758114301749135 570 0.0533158731643438
"PLEKHG3" "PLEKHG3" 1 1262 0.118043213918249 0 0 0 6 4090 0.382564774109064 631 0.0590216069591245
"PLEKHG4" "PLEKHG4" 1 3451 0.322794874193247 0 0 0 6 7161 0.669815732859414 122 0.0114114675895613
"PLEKHG5" "PLEKHG5" 3 2807 0.262557291179497 0 0 0 41 6459 0.604153025909644 84 0.00785707604527172
"PLEKHG6" "PLEKHG6" 1 653 0.061079412590029 1 270 0.0252548872883734 0 0 0 94 0.0087924422411374
"PLEKHG7" "PLEKHG7" 1 127 0.0118791506874942 0 0 0 1 1148 0.10738003928538 0 0
"PLEKHH1" "PLEKHH1" 1 848 0.0793190534094098 1 269 0.0251613506687868 0 0 0 12 0.00112243943503882
