"gene" "PcorAvg_m" "PcorAvg_m_pvalue"
"FBXO8" "FBXO8" 0.727980566375736 0.000614678679858806
"FBXO9" "FBXO9" 0.545025768789499 0.0193308353180053
"FBXW11" "FBXW11" 0.683554876296178 0.00176249286881617
"FBXW2" "FBXW2" 0.926797868636749 3.2893308403977e-08
"FBXW4" "FBXW4" 0.830715302083899 1.9645449563748e-05
"FBXW5" "FBXW5" 0.623217314464971 0.00572477151551981
"FBXW7" "FBXW7" 0.707658931119432 0.00101854477809203
"FBXW8" "FBXW8" 0.756431340152444 0.00028037270486221
"FBXW9" "FBXW9" 0.757583410307972 0.000271012698149572
"FCAMR" "FCAMR" -0.0734498352896129 0.772091133039427
"FCAR" "FCAR" 0.939658718360281 7.30633224982356e-09
"FCER1A" "FCER1A" 0.656555378289014 0.00307987566357781
"FCER1G" "FCER1G" 0.659906830102354 0.00288211688758854
"FCER2" "FCER2" 0.842967102400867 1.12195996230762e-05
"FCGBP" "FCGBP" -0.0161523170430029 0.949278849992138
"FCGR1A" "FCGR1A" 0.364680176284867 0.136768291838138
"FCGR2A" "FCGR2A" 0.857137249652483 5.51818409277215e-06
"FCGR3A" "FCGR3A" 0.352918858938129 0.150853077075171
"FCGRT" "FCGRT" 0.747683216312173 0.000360740751815464
"FCHO1" "FCHO1" 0.718643903350476 0.000779286689529659
"FCHO2" "FCHO2" 0.796012811106025 7.76972049494059e-05
"FCHSD1" "FCHSD1" 0.71529022877028 0.000846739592162387
"FCHSD2" "FCHSD2" 0.505101225386837 0.0325105435582657
"FCMR" "FCMR" 0.698432452781086 0.0012640854003472
"FCN1" "FCN1" 0.890503546525031 7.33120540102782e-07
"FCRL1" "FCRL1" 0.922094994522649 5.33191969481423e-08
"FCRL2" "FCRL2" 0.731277119836148 0.000564009228705873
"FCRL3" "FCRL3" 0.86857497197193 2.93926222548464e-06
"FCRL4" "FCRL4" 0.23571988609829 0.346376509716969
"FCRL5" "FCRL5" 0.912848125980229 1.26953314093936e-07
"FCRL6" "FCRL6" 0.592622234127794 0.00954957398003331
"FCRLA" "FCRLA" 0.885370206249594 1.04012723776906e-06
"FCRLB" "FCRLB" -0.0651678885226042 0.79725027337394
"FCSK" "FCSK" 0.541606388814533 0.0202591112652565
"FDFT1" "FDFT1" 0.644280466979955 0.00390165318584651
"FDPS" "FDPS" 0.512575473166701 0.0296270618541554
"FDX1" "FDX1" 0.537916099498934 0.0212998798199692
"FDX2" "FDX2" 0.420922739585997 0.0819474207350166
"FDXACB1" "FDXACB1" 0.548742280477375 0.018360225742098
"FDXR" "FDXR" 0.228351701218289 0.36209188047349
"FECH" "FECH" 0.502885997809888 0.0334054444119677
"FEM1A" "FEM1A" 0.696563836144833 0.00131935904862115
"FEM1B" "FEM1B" 0.746874418117119 0.000369060134343899
"FEM1C" "FEM1C" 0.581053860838096 0.0114433801268087
"FER" "FER" 0.587072242389272 0.0104239190035393
"FERMT1" "FERMT1" -0.145728352968659 0.563952291358942
"FERMT2" "FERMT2" 0.666684795874055 0.00251397168552034
"FERMT3" "FERMT3" 0.801005674793327 6.48119401139557e-05
"FES" "FES" 0.923777946629587 4.50146443587421e-08
"FEZ1" "FEZ1" 0.791145558508607 9.22898956505963e-05
"FEZ2" "FEZ2" 0.643953948865426 0.00392574139834049
"FFAR1" "FFAR1" 0.151519537653378 0.548389956348861
"FFAR2" "FFAR2" 0.691548768448243 0.00147770452619567
"FFAR3" "FFAR3" 0.440843791590303 0.0670749204278423
"FFAR4" "FFAR4" 0.820622669597443 3.01844453064744e-05
"FGD1" "FGD1" 0.0351182459817676 0.889972148728791
"FGD2" "FGD2" 0.859495233632912 4.8680371255459e-06
"FGD3" "FGD3" 0.690636688635256 0.00150812908857239
"FGD4" "FGD4" 0.940015748257363 6.97550622009566e-09
"FGD6" "FGD6" 0.299148095163881 0.227848227416919
"FGF11" "FGF11" -0.0784720754973691 0.756937459032916
"FGF13" "FGF13" 0.692733190589852 0.00143895637842006
"FGF14" "FGF14" 0.386058163621725 0.113561520268126
"FGF16" "FGF16" -0.108904018777806 0.667083961588248
"FGF18" "FGF18" 0.427700733634069 0.076639920940964
"FGF19" "FGF19" NA NA
"FGF2" "FGF2" 0.174403316101379 0.488847033926541
"FGF20" "FGF20" -0.178896642418109 0.477538511460063
"FGF22" "FGF22" 0.356798071273484 0.146101827371818
"FGF5" "FGF5" -0.176926376264504 0.482481180282072
"FGF8" "FGF8" NA NA
"FGF9" "FGF9" 0.678403313876592 0.00196900487008774
"FGFBP2" "FGFBP2" 0.792791731260021 8.71144973697555e-05
"FGFR1" "FGFR1" 0.543577630647791 0.0197197896001811
"FGFR2" "FGFR2" 0.441876419718952 0.0663628969758314
"FGFR3" "FGFR3" NA NA
"FGFR4" "FGFR4" 0.591092174232569 0.00978450789749965
"FGFRL1" "FGFRL1" 0.105618180752237 0.676604990448715
"FGGY" "FGGY" 0.721210061160233 0.000730756479043068
"FGL2" "FGL2" 0.494521904051735 0.0369566722849527
"FGR" "FGR" 0.896814267752756 4.65421219583503e-07
"FH" "FH" 0.462604213755378 0.053227091564135
"FHAD1" "FHAD1" 0.642046453725803 0.00406890508559353
"FHIT" "FHIT" 0.618209180878393 0.00624678160615588
"FHL1" "FHL1" 0.817297503052878 3.45739333876612e-05
"FHL2" "FHL2" 0.198083621364828 0.430743781699167
"FHL3" "FHL3" 0.0582186464972445 0.818509702063838
"FHOD1" "FHOD1" 0.643103803003784 0.00398903010829278
"FIBP" "FIBP" 0.760638956912138 0.000247453391788194
"FICD" "FICD" 0.428790357500867 0.0758108668323083
"FIGNL1" "FIGNL1" 0.707902400497668 0.00101264751431344
"FILIP1L" "FILIP1L" 0.713542203769379 0.000883784890790497
"FIP1L1" "FIP1L1" 0.720048230248267 0.00075240601710222
"FIS1" "FIS1" 0.569649176325153 0.0135931619317659
"FITM2" "FITM2" 0.0773006178456363 0.760464795038846
"FIZ1" "FIZ1" 0.709852632585437 0.000966427165545947
"FJX1" "FJX1" NA NA
"FKBP11" "FKBP11" 0.338066976337698 0.170022552047417
"FKBP14" "FKBP14" 0.419273876654458 0.0832782243406543
"FKBP15" "FKBP15" 0.719702916099396 0.000758942886139951
"FKBP1A" "FKBP1A" 0.12691323596901 0.615787975076142
"FKBP1B" "FKBP1B" 0.0280362630207312 0.912068882477019
"FKBP2" "FKBP2" 0.247517150679841 0.322047656436544
"FKBP3" "FKBP3" 0.543771808705534 0.0196672809257776
"FKBP4" "FKBP4" 0.180756622712812 0.472895567870331
"FKBP5" "FKBP5" 0.65584578670314 0.0031231425209616
"FKBP7" "FKBP7" 0.0568387279077878 0.822746070064067
"FKBP8" "FKBP8" 0.526527509618108 0.0247783746713677
"FKBP9" "FKBP9" 0.606476815806753 0.00762172666731917
"FKBPL" "FKBPL" 0.383172435062815 0.116518221927717
"FKRP" "FKRP" 0.702988222885337 0.00113733652785504
"FKTN" "FKTN" 0.825563817522989 2.4543087914551e-05
"FLACC1" "FLACC1" 0.359283451207167 0.143112630148008
"FLAD1" "FLAD1" 0.739105788050294 0.000457520104069505
"FLCN" "FLCN" 0.809300279521987 4.74133428940163e-05
"FLI1" "FLI1" 0.931281701414794 2.01250292503379e-08
"FLII" "FLII" 0.720512874946231 0.000743684449906417
"FLNA" "FLNA" 0.592975749361957 0.00949594300178892
"FLNB" "FLNB" 0.545453463828814 0.0192171243680203
"FLNC" "FLNC" 0.0394928895271777 0.876360125543098
"FLOT1" "FLOT1" 0.71413056343111 0.000871168069346619
"FLOT2" "FLOT2" 0.398328037796298 0.101583979376558
"FLT1" "FLT1" 0.851917615269131 7.22727061660369e-06
"FLT3" "FLT3" 0.834223372965469 1.6810998283069e-05
"FLT3LG" "FLT3LG" 0.925949054728072 3.59732842505137e-08
"FLT4" "FLT4" 0.80017252449347 6.68261120133606e-05
"FLVCR1" "FLVCR1" 0.745055490696433 0.00038836045939963
"FLVCR2" "FLVCR2" 0.741529576734697 0.000428194000635122
"FLYWCH1" "FLYWCH1" 0.864389051004047 3.72554823214188e-06
"FLYWCH2" "FLYWCH2" 0.445667465614777 0.0637969547358566
"FMN1" "FMN1" 0.819587415585281 3.14969269297275e-05
"FMNL1" "FMNL1" 0.610148903654858 0.00716743643880349
"FMNL2" "FMNL2" 0.26541434794687 0.287121436950468
"FMNL3" "FMNL3" 0.332459214096295 0.177670225043139
"FMO1" "FMO1" 0.0309553902002185 0.902952480610898
"FMO4" "FMO4" 0.639694706221836 0.004251254337856
"FMO5" "FMO5" 0.794015195469405 8.34295015703759e-05
"FMOD" "FMOD" 0.416679273613086 0.0854042051925869
"FMR1" "FMR1" 0.816532714694934 3.56570622852251e-05
"FN1" "FN1" 0.469736663668707 0.049194304677985
"FN3K" "FN3K" 0.608385705212538 0.00738275575990696
"FN3KRP" "FN3KRP" 0.796042053700246 7.76158418266773e-05
"FNBP1" "FNBP1" 0.922110573744516 5.32366208812252e-08
"FNBP1L" "FNBP1L" 0.613157786176072 0.00681173561578788
"FNBP4" "FNBP4" 0.848136800074498 8.7322581171147e-06
"FNDC1" "FNDC1" -0.224425181117516 0.370628422183249
"FNDC10" "FNDC10" 0.769905491770602 0.00018627382405856
"FNDC11" "FNDC11" 0.560917930288425 0.0154467789860696
"FNDC3A" "FNDC3A" 0.779108195086594 0.000138683188500373
"FNDC3B" "FNDC3B" 0.857287596671975 5.47461503746764e-06
"FNDC4" "FNDC4" 0.378616757054129 0.121296306890323
"FNDC5" "FNDC5" 0.152876915652805 0.544770280128388
"FNIP1" "FNIP1" 0.807175193546127 5.14386323792915e-05
"FNIP2" "FNIP2" 0.368134720224605 0.132811489883313
"FNTA" "FNTA" 0.900941094195224 3.40293394443172e-07
"FNTB" "FNTB" 0.572072042376571 0.013111534956464
"FOCAD" "FOCAD" 0.633464453196566 0.00476680113364247
"FOLH1" "FOLH1" -0.0850705603997962 0.737156067628697
"FOLR3" "FOLR3" 0.852699496363357 6.94552480176887e-06
"FOS" "FOS" 0.824164829636854 2.60403818564982e-05
"FOSB" "FOSB" 0.501167311053967 0.0341127458370033
"FOSL1" "FOSL1" 0.731115600102359 0.000566407590519916
"FOSL2" "FOSL2" 0.612248044766533 0.00691774122333916
"FOXA1" "FOXA1" -0.0213525611396488 0.932979650827194
"FOXA3" "FOXA3" -0.124417920068127 0.622801745986613
"FOXB1" "FOXB1" 0.0752569626098465 0.766629114316472
"FOXC1" "FOXC1" 0.560063870287568 0.0156383421384642
"FOXC2" "FOXC2" -0.0449800397753733 0.859333448149202
"FOXD1" "FOXD1" 0.297315947579209 0.230847391771213
"FOXD2" "FOXD2" 0.37856103372375 0.121355592892374
"FOXD3" "FOXD3" NA NA
"FOXI1" "FOXI1" -0.105839192841015 0.675963101715724
"FOXI3" "FOXI3" NA NA
"FOXJ1" "FOXJ1" 0.168519988106621 0.503848052292485
"FOXJ2" "FOXJ2" 0.562924269738195 0.0150040787346009
"FOXJ3" "FOXJ3" 0.868187446743567 3.00548506922627e-06
"FOXK1" "FOXK1" 0.8836454086972 1.16554428864495e-06
"FOXK2" "FOXK2" 0.842812832590225 1.13022839903844e-05
"FOXM1" "FOXM1" 0.37133103387978 0.129222316640113
"FOXN2" "FOXN2" 0.611131856066059 0.00704962161628255
"FOXN3" "FOXN3" 0.884858894790993 1.07603071461175e-06
"FOXN4" "FOXN4" 0.0211896878330242 0.933489794713117
"FOXO1" "FOXO1" 0.818863233714045 3.24436965626085e-05
"FOXO3" "FOXO3" 0.864935120172091 3.61370391102636e-06
"FOXO3B" "FOXO3B" 0.280536160101739 0.259489940859518
"FOXO4" "FOXO4" -0.104742170805626 0.679151282701049
"FOXO6" "FOXO6" 0.0987097388543673 0.696774285442632
"FOXP1" "FOXP1" 0.921444551714737 5.68673879136185e-08
"FOXP2" "FOXP2" 0.557309773237141 0.0162689372152028
"FOXP3" "FOXP3" 0.806584616283256 5.2607587989156e-05
"FOXP4" "FOXP4" 0.247598883560975 0.321882706633412
"FOXRED2" "FOXRED2" 0.389306186840482 0.110297824726256
"FPGS" "FPGS" 0.61409985053249 0.00670335290787303
"FPR1" "FPR1" 0.911623005998464 1.4139272216489e-07
"FPR2" "FPR2" 0.843286620576484 1.10499927630692e-05
"FPR3" "FPR3" 0.731361778203244 0.000562755560527674
"FRA10AC1" "FRA10AC1" 0.866981597136238 3.21982238686505e-06
"FRAT1" "FRAT1" 0.780391859175967 0.000132947139531766
"FRAT2" "FRAT2" 0.708541943605356 0.000997291899299958
"FREM3" "FREM3" -0.121242571425098 0.631771740058133
"FRG1" "FRG1" 0.775244490316742 0.000157228345293795
"FRG2C" "FRG2C" -0.113600191207121 0.653560243799597
"FRK" "FRK" 0.137570682895222 0.586193271884714
"FRMD3" "FRMD3" 0.850928185489427 7.59780945734114e-06
"FRMD4B" "FRMD4B" 0.736213698540977 0.000494699301645155
"FRMD5" "FRMD5" 0.405889434745396 0.0946709139234315
"FRMD6" "FRMD6" 0.758730917301375 0.000261952820432733
"FRMD8" "FRMD8" 0.784229134819513 0.000116982470799687
"FRMPD1" "FRMPD1" 0.612190052163669 0.00692454366536465
"FRRS1" "FRRS1" 0.620007611648761 0.00605506392223347
"FRS2" "FRS2" 0.832638814377914 1.80446465414361e-05
"FRS3" "FRS3" 0.207140858810426 0.409522573523117
"FRY" "FRY" 0.631048155366376 0.0049799688474978
"FRYL" "FRYL" 0.846951131569778 9.25633513429447e-06
"FSBP" "FSBP" 0.399845979434078 0.100167961364898
"FSCN1" "FSCN1" 0.332437816064863 0.177699841891682
"FSCN2" "FSCN2" 0.170581556948993 0.498566751720521
"FSD1" "FSD1" 0.623605450213746 0.00568584252969232
"FSD1L" "FSD1L" 0.871345143294454 2.50135769528814e-06
"FSIP1" "FSIP1" 0.68667492504915 0.00164637579923829
"FSIP2" "FSIP2" -0.028297849836639 0.911251507114848
"FST" "FST" -0.261796691216073 0.293987374623595
"FSTL1" "FSTL1" 0.693940918706506 0.00140031719221165
"FSTL3" "FSTL3" 0.606640745813903 0.00760096259835817
"FSTL4" "FSTL4" 0.330566370647428 0.180302934268481
"FSTL5" "FSTL5" 0.230199206885766 0.358114081092989
"FTCDNL1" "FTCDNL1" 0.732619065904612 0.000544409832133855
"FTH1" "FTH1" 0.745065036658522 0.000388256999027324
"FTL" "FTL" 0.716099700088398 0.000830028824087416
"FTSJ1" "FTSJ1" 0.516597146414022 0.0281598722924544
"FUBP3" "FUBP3" 0.785774479463524 0.000111028769579103
"FUCA1" "FUCA1" 0.180067970702947 0.474611983482792
"FUCA2" "FUCA2" 0.572694667192752 0.0129899899805875
"FUNDC1" "FUNDC1" 0.739166842632288 0.000456761233647351
"FUNDC2" "FUNDC2" 0.615639358733115 0.00652924300525448
"FUOM" "FUOM" 0.545006655171542 0.0193359293801842
"FURIN" "FURIN" 0.407319371383049 0.09340282329988
"FUS" "FUS" 0.862318712503745 4.17704430790557e-06
"FUT10" "FUT10" 0.61491426955837 0.00661078448910006
"FUT11" "FUT11" 0.514766034161787 0.0288207332772039
"FUT3" "FUT3" -0.0837699597376246 0.741043105331007
"FUT4" "FUT4" 0.718505988151977 0.000781969249797054
"FUT8" "FUT8" 0.646492102711676 0.00374165609888579
"FUZ" "FUZ" 0.822907398464363 2.7452023658723e-05
"FXN" "FXN" 0.663426567367947 0.00268578263792293
"FXR1" "FXR1" 0.621562552513719 0.00589317583603049
"FXR2" "FXR2" 0.69280629144617 0.001436592777182
"FXYD1" "FXYD1" 0.0665933817148237 0.792905572429427
"FXYD2" "FXYD2" 0.00798949435280826 0.974900029488847
"FXYD5" "FXYD5" 0.795841252258699 7.81760018188918e-05
"FXYD7" "FXYD7" 0.645186449468111 0.00383544831627543
"FYB1" "FYB1" 0.708365865957272 0.00100150010021597
"FYB2" "FYB2" -0.0696114591615141 0.783726170825279
"FYCO1" "FYCO1" 0.632132123958565 0.0048834004625347
"FYN" "FYN" 0.82589306640523 2.42015932618819e-05
"FYTTD1" "FYTTD1" 0.622656386753015 0.00578141322355914
"FZD1" "FZD1" 0.634531313964771 0.00467507874516477
"FZD2" "FZD2" 0.702510877287437 0.00115009991098203
"FZD3" "FZD3" 0.499820672592113 0.0346749529020158
"FZD4" "FZD4" 0.358826058491295 0.143659536643082
"FZD5" "FZD5" 0.487909157456456 0.0399638662943629
"FZD6" "FZD6" 0.479146745727961 0.0442326849766031
"FZD7" "FZD7" 0.297704385989588 0.230209427343448
"FZD8" "FZD8" -0.0259051510654854 0.918730988191212
"FZD9" "FZD9" NA NA
"FZR1" "FZR1" 0.631101016444251 0.00497522379106207
"G0S2" "G0S2" 0.968477181320733 4.44088137287239e-11
"G2E3" "G2E3" 0.818092736468004 3.34775566974295e-05
"G3BP1" "G3BP1" 0.863048114158133 4.01289557216592e-06
"G3BP2" "G3BP2" 0.906310928733972 2.21702094817077e-07
"G6PC3" "G6PC3" 0.779964217065414 0.000134835316882337
"G6PD" "G6PD" 0.455627581824387 0.0574078675932127
"GAA" "GAA" 0.428551693257089 0.0759918905141741
"GAB1" "GAB1" 0.628506359113786 0.00521251943845884
"GAB2" "GAB2" 0.750112090266067 0.00033669831447581
"GAB3" "GAB3" 0.526677458869998 0.0247298652040095
"GABARAP" "GABARAP" 0.272209037912317 0.27449234021012
"GABARAPL1" "GABARAPL1" 0.907692849429506 1.97734327897142e-07
"GABARAPL2" "GABARAPL2" 0.715535077866891 0.00084165557701487
"GABBR1" "GABBR1" 0.568008907215766 0.0139271372176862
"GABPA" "GABPA" 0.562114533243777 0.0151815193080051
"GABPB1" "GABPB1" 0.792026395360882 8.94891331070945e-05
"GABPB2" "GABPB2" 0.733945042859393 0.000525607253883394
"GABRB1" "GABRB1" 0.000378635605736571 0.998810293306712
"GABRB3" "GABRB3" 0.391197269438535 0.108428699131553
"GABRD" "GABRD" 7.61765260815397e-05 0.999760646514308
"GAD1" "GAD1" 0.167255484740179 0.5071005684462
"GADD45A" "GADD45A" 0.808784855621051 4.83641334439235e-05
"GADD45B" "GADD45B" 0.739493777910514 0.000452715573560945
"GADD45G" "GADD45G" 0.611594320289515 0.00699473588244051
"GADD45GIP1" "GADD45GIP1" 0.615511375036519 0.00654357617717759
"GADL1" "GADL1" -0.183084057888389 0.467117508945998
"GAK" "GAK" 0.855765138820837 5.92975716634146e-06
"GAL" "GAL" 0.374174508809631 0.126086953906011
"GAL3ST3" "GAL3ST3" NA NA
"GAL3ST4" "GAL3ST4" 0.828534938997889 2.16052851914396e-05
"GALC" "GALC" 0.532145732696119 0.0230109014793364
"GALE" "GALE" 0.562744523199026 0.0150433244099253
"GALK1" "GALK1" 0.760263790442409 0.000250249589987227
"GALK2" "GALK2" 0.76872841431562 0.000193252723975312
"GALM" "GALM" 0.874630766029653 2.05577753619237e-06
"GALNS" "GALNS" 0.618310678610401 0.00623583228557258
"GALNT10" "GALNT10" 0.934043463929912 1.46237046115e-08
"GALNT11" "GALNT11" 0.843847481314148 1.07575830900118e-05
"GALNT12" "GALNT12" 0.711638149535517 0.000925664685222903
"GALNT14" "GALNT14" 0.855387182135888 6.04765032871208e-06
"GALNT18" "GALNT18" 0.42523649270227 0.0785394273922795
"GALNT2" "GALNT2" 0.435755018239696 0.0706668354241183
"GALNT3" "GALNT3" 0.610257946572304 0.00715428880969012
"GALNT4" "GALNT4" 0.718948033788683 0.000773398251040918
"GALNT7" "GALNT7" 0.91253909751957 1.30469449678809e-07
"GALNT9" "GALNT9" -0.17013730291939 0.499702585084227
"GALR1" "GALR1" -0.0442620348130219 0.861558227826165
"GALT" "GALT" 0.888530028895969 8.40321616968553e-07
"GAMT" "GAMT" 0.685943441351586 0.0016730136267985
"GAN" "GAN" 0.846767633246056 9.33980335535712e-06
"GANAB" "GANAB" 0.47922029315735 0.0441954686463762
"GANC" "GANC" 0.485988648390497 0.0408713419058367
"GAP43" "GAP43" 0.0554164079236095 0.827117496578384
"GAPDH" "GAPDH" 0.374853833052767 0.125345877957995
"GAPT" "GAPT" 0.845379778627609 9.99225107228279e-06
"GAPVD1" "GAPVD1" 0.907692814192247 1.97734909233993e-07
"GAR1" "GAR1" 0.803645049797299 5.87681251778322e-05
"GAREM1" "GAREM1" 0.860467178989182 4.61986382432824e-06
"GAREM2" "GAREM2" -0.0907231457214221 0.720333973751828
"GART" "GART" 0.804439718803891 5.70451598611788e-05
"GAS2" "GAS2" -0.186940470753121 0.457622020514689
"GAS2L1" "GAS2L1" 0.753921826258665 0.00030170708424644
"GAS2L3" "GAS2L3" 0.912999976342049 1.25255820663059e-07
"GAS6" "GAS6" 0.715452195739749 0.000843373672111374
"GAS7" "GAS7" 0.961261588468179 2.25793495218386e-10
"GAS8" "GAS8" 0.724829095282866 0.000666625082603567
"GASK1A" "GASK1A" 0.732267519028239 0.000549488231013995
"GASK1B" "GASK1B" 0.887346895853423 9.10861760951869e-07
"GAST" "GAST" -0.026332583706666 0.917394356930111
"GATA1" "GATA1" 0.0571649287096262 0.821744203871532
"GATA2" "GATA2" 0.0338295044570591 0.893987919387398
"GATA3" "GATA3" 0.879659957114253 1.50620311926449e-06
"GATA4" "GATA4" 0.0229750269788181 0.927899229277792
"GATA5" "GATA5" -0.0752205483303635 0.76673907363303
"GATA6" "GATA6" 0.566100903774098 0.0143238017593738
"GATAD1" "GATAD1" 0.856068286042027 5.83662930946406e-06
"GATAD2A" "GATAD2A" 0.826472272810262 2.36106855698179e-05
"GATAD2B" "GATAD2B" 0.726640317321147 0.000636340178945738
"GATB" "GATB" 0.706283578231735 0.00105239786724196
"GATD1" "GATD1" 0.614431126139679 0.00666557372588242
"GATM" "GATM" 0.690127401140573 0.00152534222143537
"GBA" "GBA" 0.473005496621514 0.0474252888620258
"GBA2" "GBA2" 0.623741871436802 0.00567221101491513
"GBE1" "GBE1" 0.852316273993719 7.0824160669491e-06
"GBF1" "GBF1" 0.820643343278276 3.01587181967558e-05
"GBGT1" "GBGT1" 0.806189236408414 5.34027466586391e-05
"GBP1" "GBP1" 0.581135425747555 0.011429050382582
"GBP2" "GBP2" 0.798434264414688 7.12001970532528e-05
"GBP3" "GBP3" 0.706258245478135 0.00105303008342793
"GBP4" "GBP4" 0.556492533183757 0.0164598789837488
"GBP5" "GBP5" 0.703711599169051 0.00111821933283693
"GBX1" "GBX1" -0.0259844705136661 0.918482931340176
"GCA" "GCA" 0.479414148072719 0.0440974887131098
"GCAT" "GCAT" 0.558506708684574 0.0159924521248135
"GCC1" "GCC1" 0.795002064735289 8.0554320051163e-05
"GCDH" "GCDH" 0.831649012963286 1.88538624437947e-05
"GCFC2" "GCFC2" 0.854017935447868 6.4917511000276e-06
"GCH1" "GCH1" 0.51703484253347 0.0280036619935024
"GCHFR" "GCHFR" 0.609687649443666 0.00722326745101361
"GCKR" "GCKR" 0.15853582481224 0.529796459602352
"GCLC" "GCLC" 0.614157267877688 0.00669679255766373
"GCLM" "GCLM" 0.917854898835397 8.03694698523255e-08
"GCM1" "GCM1" 0.0110396881938831 0.965322169973596
"GCN1" "GCN1" 0.579988874831224 0.011631804124815
"GCNT1" "GCNT1" 0.414878985627144 0.0869024062283773
"GCNT2" "GCNT2" 0.942583188532311 4.95615410316481e-09
"GCNT4" "GCNT4" 0.770106276149075 0.000185104892772928
"GCOM1" "GCOM1" 0.38070082478283 0.119093644110624
"GCSAM" "GCSAM" 0.777671881844402 0.000145348262404542
"GCSAML" "GCSAML" 0.127390064949778 0.614451289629987
"GCSH" "GCSH" 0.606050224492823 0.00767597522496579
"GDAP1" "GDAP1" 0.614222797993398 0.00668931161586883
"GDAP2" "GDAP2" 0.547963261940895 0.0185604202524124
"GDE1" "GDE1" 0.596788701600114 0.00893271901444993
"GDF10" "GDF10" 0.0238098558056887 0.925286154341823
"GDF11" "GDF11" 0.713213020901647 0.00089091012008264
"GDF5" "GDF5" -0.040764207845456 0.872410343385772
"GDF6" "GDF6" -0.171553344352722 0.49608649045767
"GDF7" "GDF7" 0.630453244749651 0.00503362532146616
"GDI1" "GDI1" 0.713187414378375 0.000891466380025898
"GDI2" "GDI2" 0.471929703698825 0.0480020718005694
"GDPD1" "GDPD1" 0.761251531822688 0.000242944352864219
"GDPD5" "GDPD5" 0.828161906267665 2.19567773923838e-05
"GDPGP1" "GDPGP1" 0.276870872278143 0.266028957516078
"GEM" "GEM" 0.819103465087734 3.21269731972084e-05
"GEMIN2" "GEMIN2" 0.608885944535304 0.00732114328263585
"GEMIN4" "GEMIN4" 0.61019419230483 0.00716197348220119
"GEMIN5" "GEMIN5" 0.74600734817105 0.000378157394929911
"GEMIN6" "GEMIN6" 0.756318966240478 0.000281300081726463
"GEMIN7" "GEMIN7" 0.611166736665573 0.00704546984645239
"GEMIN8" "GEMIN8" 0.30040893765465 0.225798892136782
"GEN1" "GEN1" 0.598586069374546 0.00867671253199044
"GET1" "GET1" 0.548743827403635 0.0183598299099059
"GET3" "GET3" 0.720015543493399 0.000753022762462843
"GET4" "GET4" -0.186313225751271 0.459159763562369
"GFAP" "GFAP" 0.104711010445581 0.679241917404522
"GFI1" "GFI1" 0.780939167016846 0.000130563291272685
"GFI1B" "GFI1B" -0.0267537540876684 0.916077514605217
"GFM1" "GFM1" 0.722408280816213 0.000708976424220931
"GFM2" "GFM2" 0.653727683724068 0.00325526847656043
"GFOD1" "GFOD1" 0.731342468200488 0.000563041308167764
"GFOD2" "GFOD2" 0.732946831975585 0.000539710440041044
"GFPT1" "GFPT1" 0.719515350836635 0.000762513365032768
"GFPT2" "GFPT2" 0.499743511871049 0.0347073813882413
"GFRA2" "GFRA2" 0.652409087385904 0.00333981182246736
"GFRA3" "GFRA3" 0.220082562127072 0.380199556051839
"GFY" "GFY" 0.504986307733969 0.032556507456272
"GGA1" "GGA1" 0.840235698048688 1.27627764629105e-05
"GGA2" "GGA2" 0.763949500856955 0.000223900260080856
"GGACT" "GGACT" 0.148492405419127 0.556500688576216
"GGCT" "GGCT" 0.581681881819291 0.0113334158063978
"GGCX" "GGCX" 0.367106486798492 0.133980757749922
"GGH" "GGH" 0.457672433803558 0.0561578171659414
"GGN" "GGN" -0.0924326561477611 0.715270055801532
"GGNBP2" "GGNBP2" 0.716832065527234 0.000815147787159177
"GGPS1" "GGPS1" 0.78757946524657 0.000104401740682392
"GGT7" "GGT7" 0.639143232517407 0.00429496568394615
"GHDC" "GHDC" 0.714761204826667 0.000857811685797163
"GHITM" "GHITM" 0.609194153712367 0.00728338969096031
"GHR" "GHR" -0.118967728068035 0.638228222708698
"GHRL" "GHRL" 0.728054759026569 0.000613497810982218
"GHSR" "GHSR" NA NA
"GIGYF1" "GIGYF1" 0.630898616184407 0.00499341213866962
"GIGYF2" "GIGYF2" 0.928183243573536 2.83565340190813e-08
"GIMAP2" "GIMAP2" 0.817920671024971 3.37122328084199e-05
"GIMAP4" "GIMAP4" 0.828519815750377 2.16194410907801e-05
"GIMAP5" "GIMAP5" 0.752409590803365 0.000315210914325106
"GIMAP6" "GIMAP6" 0.864502357457184 3.70209974290435e-06
"GIMAP7" "GIMAP7" 0.867305738444978 3.16095473142728e-06
"GIMAP8" "GIMAP8" 0.677063601122251 0.0020258646688647
"GIN1" "GIN1" 0.55189074945105 0.017568409560117
"GINM1" "GINM1" 0.77567877538112 0.000155044567198241
"GINS1" "GINS1" 0.74641689573082 0.000373837239180022
"GINS2" "GINS2" 0.234995842778156 0.347903162176395
"GINS3" "GINS3" 0.4062547035021 0.0943458112833965
"GINS4" "GINS4" 0.670636983731475 0.00231781460449596
"GIPC1" "GIPC1" 0.683937218120902 0.00174790946399839
"GIPC2" "GIPC2" 0.504388140130172 0.0327965687878468
"GIPR" "GIPR" 0.425099421419596 0.078646090495253
"GIT1" "GIT1" 0.604946363876295 0.00781779829203453
"GIT2" "GIT2" 0.678324003461211 0.00197233381887838
"GJA3" "GJA3" 0.437026141586081 0.0697565810876345
